Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.19885249435901642,-4.562119960784912,1.1638552421274093,-0.574451211438729,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
2,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan strangers?,No,20.0,0,-7.031026363372803,-1.1405788660049438,-5.668318626886377,2.8470898833412392,-1.3627077364864257,-3.987668749346183,No,True,False,True
3,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan friends?,No,20.0,0,-3.7181427478790283,-0.47059738636016846,-2.3554350113926024,3.5170713629860146,-1.3627077364864257,-3.987668749346183,No,True,False,True
4,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-0.16380730271339417,-6.1561970710754395,1.1989004337730316,-2.1685283217292564,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
5,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.229923814535141,-6.84321403503418,1.1327839219512847,-2.8555452856879966,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
6,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan strangers?,No,20.0,0,-7.437142848968506,-0.6991274356842041,-6.07443511248208,3.288541313661979,-1.3627077364864257,-3.987668749346183,No,True,False,True
8,2,social-relations,2,antonym,2,Chao is indifferent toward Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-1.0620120763778687,-1.5623977184295654,0.3006956601085571,2.4252710309166177,-1.3627077364864257,-3.987668749346183,Yes,True,False,False
9,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.11497621238231659,-7.812119960784912,1.2477315241041091,-3.824451211438729,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
10,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan strangers?,No,20.0,0,-6.624703884124756,-0.761651873588562,-5.26199614763833,3.226016875757621,-1.3627077364864257,-3.987668749346183,No,True,False,True
13,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.1280466467142105,-10.93722152709961,1.2346610897722152,-6.949552777753427,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
14,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan strangers?,No,20.0,0,-8.437095642089844,-0.5780273675918579,-7.074387905603418,3.409641381754325,-1.3627077364864257,-3.987668749346183,No,True,False,True
16,4,social-relations,4,antonym,2,Chao is indifferent about spending time with Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-0.8471814393997192,-1.96866774559021,0.5155262970867065,2.019001003755973,-1.3627077364864257,-3.987668749346183,Yes,True,False,False
17,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's friend?,Yes,20.0,0,-0.14460603892803192,-8.499738693237305,1.2181016975583938,-4.512069943891122,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
18,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's enemy?,No,20.0,0,-7.999703884124756,-0.6366633176803589,-6.63699614763833,3.351005431665824,-1.3627077364864257,-3.987668749346183,No,True,False,True
19,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's friend?,No,20.0,0,-7.718526363372803,-0.5819849967956543,-6.355818626886377,3.405683752550529,-1.3627077364864257,-3.987668749346183,No,True,False,True
20,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's enemy?,Yes,20.0,0,-0.12841641902923584,-9.187368392944336,1.23429131745719,-5.199699643598153,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
21,6,social-relations,6,antonym,1,Chao enjoys spending time with Yan.,Is Chao Yan's friend?,Yes,20.0,0,-0.07986582070589066,-11.437331199645996,1.282841915780535,-7.449662450299813,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
22,6,social-relations,6,antonym,1,Chao enjoys spending time with Yan.,Is Chao Yan's enemy?,No,20.0,0,-10.187095642089844,-0.5819499492645264,-8.824387905603418,3.4057188000816567,-1.3627077364864257,-3.987668749346183,No,True,False,True
23,6,social-relations,6,antonym,2,Chao dislikes spending time with Yan.,Is Chao Yan's friend?,No,20.0,0,-8.812185287475586,-0.31634771823883057,-7.44947755098916,3.6713210311073525,-1.3627077364864257,-3.987668749346183,No,True,False,True
24,6,social-relations,6,antonym,2,Chao dislikes spending time with Yan.,Is Chao Yan's enemy?,Yes,20.0,0,-1.0849127769470215,-1.8356149196624756,0.27779495953940425,2.1520538296837075,-1.3627077364864257,-3.987668749346183,Yes,True,False,False
25,7,social-relations,7,antonym,1,Chao wants to work together with Yan.,Is Chao Yan's friend?,Yes,20.0,0,-0.18664373457431793,-6.062269687652588,1.1760640019121078,-2.074600938306405,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
26,7,social-relations,7,antonym,1,Chao wants to work together with Yan.,Is Chao Yan's enemy?,No,20.0,0,-9.124664306640625,-0.7616597414016724,-7.761956570154199,3.2260090079445107,-1.3627077364864257,-3.987668749346183,No,True,False,True
27,7,social-relations,7,antonym,2,Chao wants to work against Yan.,Is Chao Yan's friend?,No,20.0,0,-5.937238693237305,-0.43745172023773193,-4.574530956750879,3.550217029108451,-1.3627077364864257,-3.987668749346183,No,True,False,True
28,7,social-relations,7,antonym,2,Chao wants to work against Yan.,Is Chao Yan's enemy?,Yes,20.0,0,-0.08984577655792236,-9.999876976013184,1.2728619599285034,-6.012208226667001,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
30,8,social-relations,8,antonym,1,Chao likes Yan.,Are Chao and Yan enemies?,No,20.0,0,-7.999703884124756,-0.5272998809814453,-6.63699614763833,3.460368868364738,-1.3627077364864257,-3.987668749346183,No,True,False,True
31,8,social-relations,8,antonym,2,Chao hates Yan.,Are Chao and Yan friends?,No,20.0,0,-7.218586444854736,-0.527302622795105,-5.85587870836831,3.460366126551078,-1.3627077364864257,-3.987668749346183,No,True,False,True
32,8,social-relations,8,antonym,2,Chao hates Yan.,Are Chao and Yan enemies?,Yes,20.0,0,-0.11584997177124023,-7.187238693237305,1.2468577647151855,-3.1995699438911216,-1.3627077364864257,-3.987668749346183,Yes,True,True,True
34,9,social-relations,9,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan enemies?,No,20.0,0,-9.812143325805664,-0.5819638967514038,-8.449435589319238,3.4057048525947793,-1.3627077364864257,-3.987668749346183,No,True,False,True
35,9,social-relations,9,antonym,2,Chao dislikes spending time with Yan.,Are Chao and Yan friends?,No,20.0,0,-6.812203884124756,-0.3182969093322754,-5.44949614763833,3.6693718400139077,-1.3627077364864257,-3.987668749346183,No,True,False,True
36,9,social-relations,9,antonym,2,Chao dislikes spending time with Yan.,Are Chao and Yan enemies?,Yes,20.0,0,-4.093179702758789,-0.7146999835968018,-2.730471966272363,3.2729687657493813,-1.3627077364864257,-3.987668749346183,No,False,False,False
