property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-4.206623077392578,-5.519123077392578,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-5.702210903167725,-7.012529373168945,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-5.643345832824707,-3.783768892288208,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.005748748779297,-3.2549498081207275,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-6.642519474029541,-2.894493818283081,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-5.334863185882568,-6.519853591918945,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.988952159881592,-2.4741532802581787,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-6.053885459899902,-6.306190013885498,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-6.964271545410156,-7.2154717445373535,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-6.402042388916016,-4.965035915374756,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-6.021185874938965,-6.335903167724609,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-5.712240695953369,-3.60188627243042,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.9822237491607666,-7.995921611785889,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-3.6238298416137695,-6.998297691345215,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-5.271185874938965,-8.733965873718262,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-4.901771545410156,-6.964796543121338,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-4.774740695953369,-6.337240695953369,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-6.205845832824707,-5.8291401863098145,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-5.678885459899902,-7.928332328796387,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-6.1815714836120605,-7.4322662353515625,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-5.960399627685547,-9.36324405670166,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.213350296020508,-6.0251336097717285,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.642519474029541,-5.517519474029541,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.927118301391602,-4.866385459899902,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-4.926452159881592,-6.615832328796387,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-5.015705108642578,-9.921465873718262,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-7.2666401863098145,-7.769123077392578,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-4.271792888641357,-6.585903167724609,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-5.463983535766602,-8.054405212402344,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-5.12037992477417,-4.868690013885498,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,-5.396792888641357,-8.67574405670166,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-5.055784702301025,-3.8690714836120605,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-7.335903167724609,-6.524740695953369,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-6.183899879455566,-6.246822357177734,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-4.42574405670166,-7.354458332061768,Yes,True
