property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.915757954120636,-2.1707229614257812,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.9433071613311768,-2.139575958251953,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-1.0683687925338745,-1.8817716836929321,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-1.2946555614471436,-1.6707229614257812,Yes,False
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-1.3496785163879395,-1.6006147861480713,Yes,False
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.24736487865448,-2.123497724533081,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.231045126914978,-1.732223629951477,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.0368602275848389,-2.2802491188049316,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-1.0210565328598022,-2.0924649238586426,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.0053941011428833,-2.1239006519317627,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.0914956331253052,-2.0928096771240234,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-1.2006876468658447,-1.3894363641738892,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.705450713634491,-2.5772552490234375,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.8965238928794861,-2.0927491188049316,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.9549379944801331,-2.7645084857940674,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.1847813129425049,-2.061174154281616,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.1305404901504517,-1.7567716836929321,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.0992904901504517,-1.7254886627197266,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.0364882946014404,-2.0457229614257812,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.0760397911071777,-1.7022552490234375,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.08376944065094,-1.897560954093933,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.0993602275848389,-1.9130536317825317,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.1689356565475464,-1.607985496520996,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-1.1617183685302734,-1.8505536317825317,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.0675725936889648,-2.0144362449645996,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.9313480854034424,-2.4989006519317627,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.9703930020332336,-2.217615842819214,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.1067806482315063,-2.170792579650879,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.1385397911071777,-1.8895760774612427,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.9703930020332336,-2.155184507369995,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.8220759034156799,-2.5145084857940674,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.1148797273635864,-1.8660967350006104,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.107416033744812,-1.9833581447601318,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.1927382946014404,-1.9438899755477905,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.8841345310211182,-2.576859712600708,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-1.1377760171890259,-1.6392782926559448,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.0757625102996826,-2.2020084857940674,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.8493602871894836,-2.4207229614257812,Yes,True
