property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.06809667497873306,-2.8121848106384277,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.0029273093678057194,-7.374783515930176,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.0622220039367676,-0.06858471781015396,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.2809038162231445,-0.016016541048884392,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-4.562184810638428,-0.050488751381635666,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-0.09055153280496597,-2.7182769775390625,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.5427426099777222,-0.9175960421562195,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-0.2136939913034439,-1.710686206817627,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-0.048193108290433884,-3.1716480255126953,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.3511912822723389,-0.3550960421562195,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.7146211862564087,-0.7145753502845764,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-3.9060122966766357,-0.03229643404483795,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.003262410406023264,-9.874738693237305,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.014897271990776062,-5.374541759490967,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.005617754068225622,-9.437143325805664,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.8513373136520386,-0.22435465455055237,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.5777623653411865,-0.07880060374736786,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-2.999769449234009,-0.12330499291419983,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.27508705854415894,-1.5230720043182373,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-2.8591480255126953,-0.11591748893260956,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.085686206817627,-0.4606345295906067,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.9216333627700806,-0.5466178059577942,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.905962944030762,-0.024110721424221992,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.031012058258057,-0.03691102936863899,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.5388373136520386,-0.2887733280658722,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.003370411926880479,-8.374738693237305,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.44515275955200195,-1.0700651407241821,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.04663348197937,-0.16767852008342743,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.015442626550793648,-4.874619960784912,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.009258280508220196,-4.999796390533447,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.003167403396219015,-7.999738693237305,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.241985559463501,-0.36698558926582336,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-0.5622546076774597,-0.9372219443321228,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.7184968590736389,-0.7184446454048157,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.0038386709056794643,-7.749769687652588,Yes,True
