task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-0.1000690683722496,-7.695380687713623,5.602375514670947,-4.242660687197654,-5.702444583043197,-3.452720000515969,Yes,True,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-14.00468921661377,-0.0002523341099731624,-8.302244633570574,3.4524676664059957,-5.702444583043197,-3.452720000515969,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-0.003763375338166952,-8.031304359436035,5.774002138686046,-4.630173637620699,-5.777765514024213,-3.4011307218153366,Yes,True,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-8.488323211669922,-0.0004136897623538971,-2.6289944352850325,3.4080776658150893,-5.859328776384889,-3.408491355577443,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-0.007304730359464884,-9.425105094909668,5.7146405351009815,-5.921830651774059,-5.721945265460446,-3.5032744431356093,Yes,True,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-14.683051109313965,-4.0053513657767326e-05,-8.961105843853518,3.5032343896219515,-5.721945265460446,-3.5032744431356093,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-0.004656183533370495,-8.874587059020996,5.697788399509826,-5.421867058505027,-5.702444583043197,-3.452720000515969,Yes,True,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-2.382024049758911,-0.09913616627454758,3.4773047266259782,3.3093551893028956,-5.859328776384889,-3.408491355577443,No,True,True,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-0.015267602168023586,-4.258549690246582,5.583450416526231,-0.7856615857061162,-5.598718018694255,-3.472888104540466,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-11.040757179260254,-0.00010072670556837693,-5.442039160565999,3.4727873778348974,-5.598718018694255,-3.472888104540466,No,True,False,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-0.1801663339138031,-9.328968048095703,5.679162442471086,-5.92047669251826,-5.859328776384889,-3.408491355577443,Yes,True,True,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-16.10486602783203,-0.00019417305884417146,-10.506148009137776,3.4726939314816216,-5.598718018694255,-3.472888104540466,No,True,False,True
