Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-interactions,,variable_swap,1,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel heating the nail?,Yes,20.0,0,-4.216196060180664,-2.5297937393188477,0.48156700366073224,0.8758912715646954,-4.697763063841396,-3.405685010883543,No,False,False,False
2,1,physical-interactions,,variable_swap,1,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel cooling the nail?,No,20.0,0,-4.278356075286865,-2.7011661529541016,0.41940698855453107,0.7045188579294415,-4.697763063841396,-3.405685010883543,No,True,False,True
3,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel heating the nail?,No,20.0,0,-4.37201452255249,-2.498297929763794,0.32574854128890607,0.9073870811197491,-4.697763063841396,-3.405685010883543,No,True,False,True
4,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel cooling the nail?,Yes,20.0,0,-4.153169631958008,-2.5918805599212646,0.5445934318833885,0.8138044509622784,-4.697763063841396,-3.405685010883543,No,False,False,False
6,1,physical-interactions,,variable_swap,1,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail heating the wheel?,No,20.0,0,-4.403356075286865,-2.3578007221221924,0.29440698855453107,1.0478842887613506,-4.697763063841396,-3.405685010883543,No,True,False,True
8,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail heating the wheel?,Yes,20.0,0,-4.153995513916016,-2.4519362449645996,0.5437675499253807,0.9537487659189434,-4.697763063841396,-3.405685010883543,No,False,False,False
9,1,physical-interactions,,variable_swap,1,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail cooling the wheel?,Yes,20.0,0,-4.247195243835449,-2.435797929763794,0.4505678200059471,0.9698870811197491,-4.697763063841396,-3.405685010883543,No,False,False,False
11,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail cooling the wheel?,No,20.0,0,-4.278850555419922,-2.6547937393188477,0.4189125084214744,0.7508912715646954,-4.697763063841396,-3.405685010883543,No,True,False,True
13,2,physical-interactions,,antonym,1,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel heating the nail?,Yes,20.0,0,-4.559117794036865,-2.5600242614746094,0.13864526980453107,0.8456607494089337,-4.697763063841396,-3.405685010883543,No,False,False,False
14,2,physical-interactions,,antonym,1,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel cooling the nail?,No,20.0,0,-4.589271545410156,-2.949233055114746,0.10849151843124005,0.45645195576879694,-4.697763063841396,-3.405685010883543,No,True,False,True
15,2,physical-interactions,,antonym,2,The wheel and the nail are touching. The wheel is much colder than the nail.,Is the wheel heating the nail?,No,20.0,0,-4.9029717445373535,-2.7789957523345947,-0.2052086806959572,0.6266892585489483,-4.697763063841396,-3.405685010883543,No,True,False,True
16,2,physical-interactions,,antonym,2,The wheel and the nail are touching. The wheel is much colder than the nail.,Is the wheel cooling the nail?,Yes,20.0,0,-4.684322357177734,-3.2475242614746094,0.013440706663661928,0.15816074940893365,-4.697763063841396,-3.405685010883543,No,False,False,False
19,2,physical-interactions,,variable swap,2,The nail and the wheel are touching. The nail is much hotter than the wheel.,Is the wheel heating the nail?,No,20.0,0,-4.684117794036865,-2.560314893722534,0.013645269804531068,0.8453701171610088,-4.697763063841396,-3.405685010883543,No,True,False,True
20,2,physical-interactions,,variable swap,2,The nail and the wheel are touching. The nail is much hotter than the wheel.,Is the wheel cooling the nail?,Yes,20.0,0,-4.495921611785889,-2.9970145225524902,0.20184145205550763,0.4086704883310528,-4.697763063841396,-3.405685010883543,No,False,False,False
21,2,physical-interactions,,variable swap,1,The nail and the wheel are touching. The nail is much colder than the wheel.,Is the wheel heating the nail?,Yes,20.0,0,-4.80951452255249,-2.935314893722534,-0.11175145871109393,0.47037011716100885,-4.697763063841396,-3.405685010883543,No,False,False,False
