Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,0,-0.12180370092391968,-2.280470371246338,-0.3477691486477852,-2.0545049235224724,0.2259654477238655,Yes,True
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,0,-4.655419826507568,-0.017081502825021744,-4.881385274231434,0.20888394489884377,0.2259654477238655,No,True
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,0,-4.748754501342773,-0.016906576231122017,-4.974719949066639,0.2090588714927435,0.2259654477238655,No,True
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,0,-0.12500536441802979,-2.2962582111358643,-0.3509708121418953,-2.0702927634119987,0.2259654477238655,Yes,True
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,0,-0.9012139439582825,-0.5421549081802368,-1.127179391682148,-0.3161894604563713,0.2259654477238655,No,False
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,0,-0.740787148475647,-0.7021394968032837,-0.9667525961995125,-0.4761740490794182,0.2259654477238655,No,True
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,0,-4.217464923858643,-0.021315263584256172,-4.443430371582508,0.20465018413960934,0.2259654477238655,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,0,-0.5529985427856445,-1.0065957307815552,-0.77896399050951,-0.7806302830576897,0.2259654477238655,Yes,True
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,0,-0.23070350289344788,-1.655777096748352,-0.4566689506173134,-1.4298116490244865,0.2259654477238655,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,0,-5.029881954193115,-0.015337512828409672,-5.255847401916981,0.21062793489545584,0.2259654477238655,No,True
11.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel smooth?,No,0,-6.030115604400635,-0.012446870096027851,-6.2560810521245,0.21351857762783766,0.2259654477238655,No,True
12.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel rough?,Yes,0,-0.24027879536151886,-1.6244113445281982,-0.46624424308538437,-1.3984458968043327,0.2259654477238655,Yes,True
13.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel smooth?,Yes,0,-0.4484298825263977,-1.061946988105774,-0.6743953302502632,-0.8359815403819084,0.2259654477238655,Yes,True
14.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel rough?,No,0,-3.5299649238586426,-0.05031011998653412,-3.755930371582508,0.1756553277373314,0.2259654477238655,No,True
15.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel smooth?,No,0,-2.608358144760132,-0.09316139668226242,-2.8343235924839973,0.1328040510416031,0.2259654477238655,No,True
16.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel rough?,Yes,0,-0.5032965540885925,-0.9605233073234558,-0.729262001812458,-0.7345578595995903,0.2259654477238655,Yes,True
