property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.4260891079902649,-2.8001999855041504,0.23995961553993683,-0.8578424543851897,-0.6660487235302017,-1.9423575311189607,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.34746143221855164,-2.9689695835113525,0.32064988901395175,-1.0266554627744924,-0.6681113212325034,-1.9423141207368602,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-0.6315085887908936,-1.9405713081359863,0.03463456236003415,0.008007813919158169,-0.6661431511509277,-1.9485791220551445,Yes,False,True,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-0.8213800191879272,-1.2976030111312866,-0.14991174869771517,0.6376957237365699,-0.6714682704902121,-1.9352987348678565,Yes,False,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-1.0265125036239624,-1.1386927366256714,-0.36050588807002415,0.8081926355049724,-0.6660066155539383,-1.9468853721306438,Yes,False,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-0.7271333932876587,-1.7731701135635376,-0.059022072055155306,0.16914400717332256,-0.6681113212325034,-1.9423141207368602,Yes,False,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-0.6562185287475586,-1.9421707391738892,0.009830194782643131,0.0001867919450715405,-0.6660487235302017,-1.9423575311189607,Yes,True,True,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-0.6611591577529907,-1.843960165977478,0.006952163479512663,0.09835395475938213,-0.6681113212325034,-1.9423141207368602,Yes,False,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-0.6539683938026428,-2.1273441314697266,0.012080329727558903,-0.18498660035076586,-0.6660487235302017,-1.9423575311189607,Yes,False,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-0.7014154195785522,-1.687536358833313,-0.03536669604835052,0.2548211722856477,-0.6660487235302017,-1.9423575311189607,Yes,False,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-0.6258285045623779,-1.925937533378601,0.04563976592783414,0.009361201489255455,-0.6714682704902121,-1.9352987348678565,Yes,False,True,False
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-0.8446957468986511,-1.4037988185882568,-0.17868913134471287,0.543086553542387,-0.6660066155539383,-1.9468853721306438,Yes,False,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.42737868428230286,-2.5038435459136963,0.23867003924789887,-0.5614860147947356,-0.6660487235302017,-1.9423575311189607,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.9210347533226013,-1.6095417737960815,-0.25292343209009793,0.3327723469407786,-0.6681113212325034,-1.9423141207368602,Yes,False,False,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.3718816936016083,-3.3629486560821533,0.2962296276308951,-1.4206345353452932,-0.6681113212325034,-1.9423141207368602,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-0.6709282398223877,-1.9698033332824707,-0.00487951629218597,-0.027445802163510002,-0.6660487235302017,-1.9423575311189607,Yes,False,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-0.7704906463623047,-1.5745805501937866,-0.09902237587209262,0.3607181846740699,-0.6714682704902121,-1.9352987348678565,Yes,False,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-0.5653188228607178,-2.028085947036743,0.10072990066948395,-0.08572841591778246,-0.6660487235302017,-1.9423575311189607,Yes,False,True,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-0.6347008347511292,-1.7466471195220947,0.033410486481374235,0.19566700121476543,-0.6681113212325034,-1.9423141207368602,Yes,False,False,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-0.568103551864624,-1.9219790697097778,0.10000776936787936,0.02033505102708233,-0.6681113212325034,-1.9423141207368602,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-0.5726451277732849,-1.850905418395996,0.09349802337764279,0.0976737036591484,-0.6661431511509277,-1.9485791220551445,Yes,False,False,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-0.5588000416755676,-1.937633991241455,0.10734310947536008,0.010945130813689419,-0.6661431511509277,-1.9485791220551445,Yes,False,True,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-0.8297715783119202,-1.4794583320617676,-0.16362842716099246,0.4691207899933769,-0.6661431511509277,-1.9485791220551445,Yes,False,False,True
