property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.2158069610595703,-15.062495231628418,6.64282037818285,-5.502908057040933,-6.85862733924242,-9.559587174587485,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.1512993574142456,-14.87497615814209,6.882271292147665,-5.437763974354381,-7.033570649561911,-9.43721218378771,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-7.906086444854736,-5.187441825866699,-0.8282811631997378,4.438790033691163,-7.077805281654999,-9.626231859557862,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-17.873674392700195,-8.874373435974121,-10.8962136848447,0.61401521883284,-6.977460707855495,-9.488388654806961,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-18.994766235351562,-8.060315132141113,-12.05012298360288,1.345482807220625,-6.944643251748684,-9.405797939361738,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-7.993690013885498,-7.802118301391602,-0.960119364323587,1.6350938823961076,-7.033570649561911,-9.43721218378771,No,True,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-12.187383651733398,-5.874841690063477,-5.328756312490978,3.684745484524008,-6.85862733924242,-9.559587174587485,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-12.562309265136719,-4.593644618988037,-5.528738615574808,4.843567564799672,-7.033570649561911,-9.43721218378771,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-18.498071670532227,-8.246399879455566,-11.639444331289805,1.3131872951319181,-6.85862733924242,-9.559587174587485,No,True,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-13.312409400939941,-6.0624518394470215,-6.453782061697521,3.497135335140463,-6.85862733924242,-9.559587174587485,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-15.810900688171387,-8.061400413513184,-8.833439980315891,1.4269882412937775,-6.977460707855495,-9.488388654806961,No,True,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-18.749860763549805,-5.656181812286377,-11.805217511801121,3.7496161270753614,-6.944643251748684,-9.405797939361738,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.47067081928253174,-19.12499237060547,6.3879565199598884,-9.565405196017984,-6.85862733924242,-9.559587174587485,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-4.873967170715332,-12.562095642089844,2.159603478846579,-3.1248834583021345,-7.033570649561911,-9.43721218378771,Yes,False,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.003933906555175781,-17.875,7.029636743006735,-8.43778781621229,-7.033570649561911,-9.43721218378771,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-6.405642509460449,-5.4682464599609375,0.45298482978197097,4.091340714626547,-6.85862733924242,-9.559587174587485,No,True,False,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-2.312481164932251,-3.874986171722412,4.664979542923244,5.613402483084549,-6.977460707855495,-9.488388654806961,Yes,False,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-12.624796867370605,-3.2653424739837646,-5.766169528128185,6.29424470060372,-6.85862733924242,-9.559587174587485,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-1.289015293121338,-10.124972343444824,5.744555356440573,-0.687760159657115,-7.033570649561911,-9.43721218378771,Yes,False,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-5.2186970710754395,-11.312466621398926,1.8148735784864716,-1.8752544376112166,-7.033570649561911,-9.43721218378771,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-1.2264742851257324,-12.062466621398926,5.851330996529266,-2.436234761841064,-7.077805281654999,-9.626231859557862,Yes,False,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-7.998673915863037,-5.217919826507568,-0.9208686342080386,4.408312033050294,-7.077805281654999,-9.626231859557862,No,True,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-3.7966012954711914,-6.374796390533447,3.281203986183807,3.2514354690244147,-7.077805281654999,-9.626231859557862,Yes,False,True,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-9.437474250793457,-2.9374756813049316,-2.403903601231546,6.499736502482778,-7.033570649561911,-9.43721218378771,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-0.976498007774353,-3.2967679500579834,6.057072641787558,6.140444233729726,-7.033570649561911,-9.43721218378771,Yes,False,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.03930199146270752,-12.624998092651367,6.905341260285977,-3.219200153289629,-6.944643251748684,-9.405797939361738,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-0.04882204532623291,-13.124998092651367,6.928638662529262,-3.636609437844406,-6.977460707855495,-9.488388654806961,Yes,True,True,True
