property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.16438627243042,-2.9178595542907715,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-3.7281625270843506,-4.004949569702148,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.738952159881592,-3.3690714836120605,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.430784702301025,-2.6843223571777344,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.9603993892669678,-3.088676929473877,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-5.046110153198242,-5.805063724517822,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.961958408355713,-3.9736998081207275,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.311840295791626,-4.051452159881592,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-4.492563724517822,-6.500532150268555,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.5428595542907715,-4.310024261474609,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.336958646774292,-4.601754665374756,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-4.184695243835449,-3.435797929763794,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.6807847023010254,-4.6822662353515625,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.479222059249878,-4.2447662353515625,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-2.3484976291656494,-4.616385459899902,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.8232080936431885,-4.576153755187988,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.26874041557312,-4.515705108642578,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-4.3101043701171875,-4.696211814880371,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-4.207000732421875,-4.9663543701171875,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-3.9550790786743164,-5.604458332061768,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-3.945117712020874,-5.836958408355713,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-3.1807847023010254,-4.4322662353515625,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.023813724517822,-4.148813724517822,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-3.5764126777648926,-4.336958408355713,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-3.007617712020874,-4.769500732421875,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-3.242820978164673,-5.388912677764893,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-3.038867712020874,-4.663867950439453,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.9794580936431885,-4.1068501472473145,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-3.6701626777648926,-4.5601043701171875,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-2.5637402534484863,-4.051452159881592,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.769500970840454,-6.149458408355713,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-3.9940714836120605,-3.7463998794555664,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-3.7829296588897705,-4.051452159881592,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-3.052227258682251,-4.073208332061768,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-3.0557847023010254,-3.4343223571777344,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.183421611785889,-3.6694376468658447,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-3.201242446899414,-4.601754665374756,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-3.1139161586761475,-4.479458332061768,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-3.9404196739196777,-4.553885459899902,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-3.6611998081207275,-4.546465873718262,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-3.854222059249878,-4.090669631958008,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-3.988250970840454,-5.002401828765869,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.8726043701171875,-4.757275581359863,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-4.152042388916016,-3.6369683742523193,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.910654306411743,-4.397899627685547,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.4502761363983154,-4.091495513916016,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-2.836958646774292,-4.8413543701171875,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-3.470249652862549,-5.470249652862549,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-3.5131001472473145,-3.771185874938965,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-3.461958646774292,-4.7163543701171875,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-4.195504665374756,-4.205019474029541,Yes,False
