Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-11.046465873718262,-0.23192715644836426,-5.398028016804407,5.346068810277696,-5.648437856913855,-5.577995966726061,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-10.174188613891602,-0.14990544319152832,-4.539816314230363,5.457222657400417,-5.634372299661239,-5.607128100591945,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-10.799188613891602,-0.14795327186584473,-5.153492241166532,5.38521982714495,-5.6456963727250695,-5.533173099010795,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-10.920440673828125,-0.3157772719860077,-5.27200281691427,5.262218694740053,-5.648437856913855,-5.577995966726061,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-5.549990653991699,-0.05002380535006523,0.09642207399010694,5.571753701687945,-5.646412727981806,-5.6217775070380105,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-11.4874906539917,-0.16460463404655457,-5.959967152122408,5.430264269892359,-5.527523501869291,-5.594868903938914,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-11.358965873718262,-0.4329696595668793,-5.710528016804407,5.145026307159181,-5.648437856913855,-5.577995966726061,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-10.107940673828125,-0.12095768749713898,-4.473568374166886,5.486170413094806,-5.634372299661239,-5.607128100591945,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-10.48895263671875,-0.06806163489818573,-4.840514779804895,5.509934331827875,-5.648437856913855,-5.577995966726061,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-7.420440196990967,-0.1107972115278244,-1.8929166951216754,5.4840716924110895,-5.527523501869291,-5.594868903938914,No,True,False,True
