Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the truck blocking the bed?,Yes,20.0,0,-0.6395760178565979,-10.124859809875488,3.8495189939729038,-6.388402621805048,-4.489095011829502,-3.736457188070441,Yes,True,True,True
2,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the bed blocking the truck?,No,20.0,0,-6.181190013885498,-0.054637834429740906,-1.6920950020559964,3.6818193536407002,-4.489095011829502,-3.736457188070441,No,True,False,True
3,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the truck blocking the bed?,No,20.0,0,-0.6359049081802368,-8.24989128112793,3.853190103649265,-4.513434093057489,-4.489095011829502,-3.736457188070441,Yes,False,True,False
4,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the bed blocking the truck?,Yes,20.0,0,-0.6978772282600403,-8.937368392944336,3.7912177835694614,-5.200911204873895,-4.489095011829502,-3.736457188070441,Yes,True,True,True
7,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the truck blocking the bed?,No,20.0,0,-1.4112356901168823,-0.7849318981170654,3.0778593217126193,2.9515252899533757,-4.489095011829502,-3.736457188070441,No,True,True,False
8,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the bed blocking the truck?,Yes,20.0,0,-0.49439823627471924,-4.749851226806641,3.9946967755547824,-1.0133940387361995,-4.489095011829502,-3.736457188070441,Yes,True,True,True
9,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the truck blocking the bed?,Yes,20.0,0,-0.8424240946769714,-6.718586444854736,3.6466709171525302,-2.982129256784295,-4.489095011829502,-3.736457188070441,Yes,True,True,True
10,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the bed blocking the truck?,No,20.0,0,-4.840669631958008,-0.09556735306978226,-0.35157462012850615,3.640889835000659,-4.489095011829502,-3.736457188070441,No,True,False,True
13,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the truck blocking the bed?,Yes,20.0,0,-1.7020760774612427,-9.562331199645996,2.787018934368259,-5.825874011575555,-4.489095011829502,-3.736457188070441,Yes,True,True,True
14,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the bed blocking the truck?,No,20.0,0,-1.4196555614471436,-4.906012058258057,3.069439450382358,-1.1695548701876155,-4.489095011829502,-3.736457188070441,Yes,False,True,False
15,2,physical-relations,,variable swap,2,Chao needs to move the bed to reach the truck.,Is the truck blocking the bed?,No,20.0,0,-1.8568603992462158,-0.855228066444397,2.632234612583286,2.881229121626044,-4.489095011829502,-3.736457188070441,No,True,False,True
16,2,physical-relations,,variable swap,2,Chao needs to move the bed to reach the truck.,Is the bed blocking the truck?,Yes,20.0,0,-1.5064761638641357,-10.99976921081543,2.982618847965366,-7.263312022744989,-4.489095011829502,-3.736457188070441,Yes,True,True,True
17,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the truck bigger than the bed?,Yes,20.0,0,-0.4463452696800232,-11.062383651733398,4.0427497421494785,-7.325926463662958,-4.489095011829502,-3.736457188070441,Yes,True,True,True
18,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the truck smaller than the bed?,No,20.0,0,-10.369766235351562,-0.05532443895936012,-5.880671223522061,3.681132749111081,-4.489095011829502,-3.736457188070441,No,True,False,True
19,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the truck bigger than the bed?,No,20.0,0,-5.588983535766602,-0.10042132437229156,-1.0998885239371,3.6360358636981496,-4.489095011829502,-3.736457188070441,No,True,False,True
20,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the truck smaller than the bed?,Yes,20.0,0,-1.1777738332748413,-1.8045724630355835,3.3113211785546603,1.9318847250348576,-4.489095011829502,-3.736457188070441,Yes,True,True,True
23,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the truck bigger than the bed?,No,20.0,0,-7.306929588317871,-0.05697132274508476,-2.8178345764883694,3.6794858653253564,-4.489095011829502,-3.736457188070441,No,True,False,True
24,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the truck smaller than the bed?,Yes,20.0,0,-0.23738043010234833,-8.24992561340332,4.251714581727153,-4.51346842533288,-4.489095011829502,-3.736457188070441,Yes,True,True,True
25,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the truck bigger than the bed?,Yes,20.0,0,-0.40131503343582153,-11.874859809875488,4.08777997839368,-8.138402621805048,-4.489095011829502,-3.736457188070441,Yes,True,True,True
26,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the truck smaller than the bed?,No,20.0,0,-8.682266235351562,-0.04942251369357109,-4.193171223522061,3.68703467437687,-4.489095011829502,-3.736457188070441,No,True,False,True
30,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the bed bigger than the truck?,No,20.0,0,-9.43258285522461,-0.07946432381868362,-4.943487843395108,3.6569928642517575,-4.489095011829502,-3.736457188070441,No,True,False,True
32,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed bigger than the truck?,Yes,20.0,0,-0.7639492750167847,-9.124820709228516,3.725145736812717,-5.388363521158075,-4.489095011829502,-3.736457188070441,Yes,True,True,True
36,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the bed bigger than the truck?,Yes,20.0,0,-0.36433178186416626,-6.6248979568481445,4.124763229965335,-2.8884407687777034,-4.489095011829502,-3.736457188070441,Yes,True,True,True
38,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the bed bigger than the truck?,No,20.0,0,-11.119071006774902,-0.1004796102643013,-6.629975994945401,3.63597757780614,-4.489095011829502,-3.736457188070441,No,True,False,True
41,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the bed smaller than the truck?,Yes,20.0,0,-0.2081877738237381,-12.687397956848145,4.280907238005764,-8.950940768777704,-4.489095011829502,-3.736457188070441,Yes,True,True,True
43,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed smaller than the truck?,No,20.0,0,-5.589271545410156,-0.09063555300235748,-1.1001765335806546,3.6458216350680837,-4.489095011829502,-3.736457188070441,No,True,False,True
47,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the bed smaller than the truck?,No,20.0,0,-0.22649723291397095,-3.859321117401123,4.262597778915531,-0.12286392933068191,-4.489095011829502,-3.736457188070441,Yes,False,True,False
49,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the bed smaller than the truck?,Yes,20.0,0,-0.17223413288593292,-10.937429428100586,4.316860878943569,-7.200972240030145,-4.489095011829502,-3.736457188070441,Yes,True,True,True
53,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck bigger than the bed?,Yes,20.0,0,-0.1228262335062027,-10.37491512298584,4.366268778323299,-6.638457934915399,-4.489095011829502,-3.736457188070441,Yes,True,True,True
54,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck smaller than the bed?,No,20.0,0,-3.7463998794555664,-0.13071872293949127,0.7426951323739353,3.60573846513095,-4.489095011829502,-3.736457188070441,No,True,False,True
55,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the truck bigger than the bed?,No,20.0,0,-0.32681968808174133,-6.218630313873291,4.16227532374776,-2.48217312580285,-4.489095011829502,-3.736457188070441,Yes,False,True,False
56,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the truck smaller than the bed?,Yes,20.0,0,-4.745082378387451,-0.36698558926582336,-0.2559873665579495,3.3694715988046178,-4.489095011829502,-3.736457188070441,No,False,False,False
59,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the truck bigger than the bed?,No,20.0,0,-4.463983535766602,-0.08475282043218613,0.025111476062900095,3.651704367638255,-4.489095011829502,-3.736457188070441,No,True,False,True
60,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the truck smaller than the bed?,Yes,20.0,0,-0.4916793704032898,-2.4997966289520264,3.997415641426212,1.2366605591184148,-4.489095011829502,-3.736457188070441,Yes,True,True,True
61,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the truck bigger than the bed?,Yes,20.0,0,-0.3946900963783264,-4.781026363372803,4.094404915451175,-1.0445691753023616,-4.489095011829502,-3.736457188070441,Yes,True,True,True
62,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the truck smaller than the bed?,No,20.0,0,-3.4940714836120605,-0.7456907629966736,0.9950235282174411,2.9907664250737676,-4.489095011829502,-3.736457188070441,No,True,False,True
66,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the bed bigger than the truck?,No,20.0,0,-6.7152605056762695,-0.09266114979982376,-2.226165493846768,3.6437960382706174,-4.489095011829502,-3.736457188070441,No,True,False,True
68,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the bed bigger than the truck?,Yes,20.0,0,-1.5130306482315063,-1.265418291091919,2.9760643635979953,2.471038896978522,-4.489095011829502,-3.736457188070441,No,False,True,True
72,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the bed bigger than the truck?,Yes,20.0,0,-4.901483535766602,-0.03693439066410065,-0.4123885239370999,3.6995227974063405,-4.489095011829502,-3.736457188070441,No,False,False,False
74,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the bed bigger than the truck?,No,20.0,0,-6.743284702301025,-0.13251416385173798,-2.2541896904715237,3.603943024218703,-4.489095011829502,-3.736457188070441,No,True,False,True
77,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the bed smaller than the truck?,Yes,20.0,1,-0.1553385853767395,-6.281162738800049,3.6987899098847365,-2.1423027889954076,-3.854128495261476,-4.138859949804641,Yes,True,True,True
79,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the bed smaller than the truck?,No,20.0,1,-2.417465925216675,-2.1715447902679443,1.4366625700448012,1.967315159536697,-3.854128495261476,-4.138859949804641,No,True,False,True
83,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the bed smaller than the truck?,No,20.0,1,-1.418647289276123,-0.4178227186203003,2.435481205985353,3.721037231184341,-3.854128495261476,-4.138859949804641,No,True,False,True
85,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the bed smaller than the truck?,Yes,20.0,1,-0.2988751232624054,-4.812254428863525,3.5552533719990707,-0.6733944790588842,-3.854128495261476,-4.138859949804641,Yes,True,True,True
89,5,physical-relations,,other,1,The bed is inside the truck.,Does the truck contain the bed?,Yes,20.0,1,-0.5341194272041321,-14.999796867370605,3.320009068057344,-10.860936917565965,-3.854128495261476,-4.138859949804641,Yes,True,True,True
90,5,physical-relations,,other,1,The bed is inside the truck.,Does the truck support the bed?,No,20.0,1,-0.09733662009239197,-10.687368392944336,3.756791875169084,-6.548508443139695,-3.854128495261476,-4.138859949804641,Yes,False,True,False
91,5,physical-relations,,other,2,The bed is on top of the truck.,Does the truck contain the bed?,No,20.0,1,-0.43794792890548706,-13.062143325805664,3.416180566355989,-8.923283376001024,-3.854128495261476,-4.138859949804641,Yes,False,True,False
92,5,physical-relations,,other,2,The bed is on top of the truck.,Does the truck support the bed?,Yes,20.0,1,-0.1377478390932083,-12.124841690063477,3.7163806561682677,-7.985981740258835,-3.854128495261476,-4.138859949804641,Yes,True,True,True
93,8,physical-relations,,antonym,1,The truck is touching the bed from below.,Does the truck contain the bed?,Yes,20.0,1,-5.337240695953369,-0.08599826693534851,-1.483112200691893,4.052861682869293,-3.854128495261476,-4.138859949804641,No,False,False,False
94,8,physical-relations,,antonym,1,The truck is touching the bed from below.,Does the truck cover the bed?,No,20.0,1,-0.6664487719535828,-3.5466747283935547,3.1876797233078933,0.5921852214110865,-3.854128495261476,-4.138859949804641,Yes,False,True,False
95,8,physical-relations,,antonym,2,The truck is touching the bed from above.,Does the truck contain the bed?,No,20.0,1,-8.302743911743164,-0.0903908908367157,-4.4486154164816885,4.0484690589679255,-3.854128495261476,-4.138859949804641,No,True,False,True
96,8,physical-relations,,antonym,2,The truck is touching the bed from above.,Does the truck cover the bed?,Yes,20.0,1,-0.4795464873313904,-7.593575954437256,3.3745820079300857,-3.4547160046326146,-3.854128495261476,-4.138859949804641,Yes,True,True,True
97,9,physical-relations,,antonym,1,"If Chao moves the truck, the airplane will move too.",Does the truck contain the airplane?,Yes,20.0,1,-6.804405212402344,-0.06476141512393951,-2.9502767171408677,4.074098534680702,-3.854128495261476,-4.138859949804641,No,False,False,False
98,9,physical-relations,,antonym,1,"If Chao moves the truck, the airplane will move too.",Does the truck is outide the airplane?,No,20.0,1,-1.1221951246261597,-2.999769449234009,2.7319333706353164,1.1390905005706324,-3.854128495261476,-4.138859949804641,Yes,False,True,False
