Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-4.939901828765869,-0.8206450939178467,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-4.266790390014648,-1.1358586549758911,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-4.013912677764893,-1.0421086549758911,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-4.3619160652160645,-1.1432764530181885,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-2.732492446899414,-0.8920497298240662,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-4.72202730178833,-0.9996109008789062,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-4.9642229080200195,-0.8770557045936584,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-4.061122894287109,-0.8489072918891907,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-4.0579729080200195,-0.8731222152709961,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-2.8857080936431885,-0.8068233728408813,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-3.2408041954040527,-0.7683025002479553,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-2.859468936920166,-0.6667944192886353,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-3.8033041954040527,-0.8040744066238403,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-1.1882867813110352,-3.3449902534484863,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-4.9017229080200195,-0.8258020877838135,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-4.181857585906982,-0.9407133460044861,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-3.339764356613159,-0.6991461515426636,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-4.275607585906982,-0.9195520877838135,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-3.4499082565307617,-0.8502193093299866,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-3.8951661586761475,-0.6719688177108765,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-3.186523199081421,-0.7660868167877197,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-4.0494160652160645,-0.7936074137687683,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-4.4954729080200195,-0.8580609560012817,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.507275581359863,-0.8081792593002319,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-3.3768579959869385,-0.8255581259727478,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-4.332000732421875,-0.6998574137687683,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-3.4244158267974854,-1.0139126777648926,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-4.316626071929932,-0.8083260655403137,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-3.5466227531433105,-0.8383163213729858,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-3.8252084255218506,-0.798186719417572,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-3.503213405609131,-0.9811582565307617,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.345249652862549,-0.8471451997756958,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-4.025607585906982,-1.1044408082962036,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-1.4016484022140503,-1.9423611164093018,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-3.4155123233795166,-0.803234338760376,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-4.494357585906982,-0.7804914116859436,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-4.718360900878906,-0.929203450679779,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-3.6215546131134033,-0.7582459449768066,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-4.062110900878906,-0.8082801699638367,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-4.395796775817871,-0.8330215811729431,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-1.1795177459716797,-2.7427358627319336,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-2.897402048110962,-0.7839013934135437,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-3.0684239864349365,-0.7255271673202515,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-3.443305015563965,-1.0242522954940796,No,True
