Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-19.992393493652344,-3.029493808746338,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-20.86638641357422,-4.118284702301025,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-22.97369956970215,-6.3291401863098145,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-21.867393493652344,-4.6848649978637695,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-21.871400833129883,-4.1229472160339355,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-20.98895263671875,-3.9645423889160156,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-19.47945785522461,-3.9728002548217773,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-19.123828887939453,-3.156026601791382,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-19.120922088623047,-3.1396992206573486,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-19.87329864501953,-2.498674154281616,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-17.873071670532227,-3.2649474143981934,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-20.37252426147461,-3.1550426483154297,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-19.240243911743164,-4.216350555419922,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-4.562184810638428,-9.624619483947754,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-21.365243911743164,-3.590669870376587,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-20.995922088623047,-4.373588562011719,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-17.997814178466797,-3.8745694160461426,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-22.37252426147461,-3.545792579650879,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-15.998071670532227,-2.593444585800171,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-18.999738693237305,-0.8475683927536011,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-19.121400833129883,-4.686643600463867,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-19.61638641357422,-3.248674154281616,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-20.623071670532227,-1.9216333627700806,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-18.123071670532227,-2.983631134033203,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-18.495380401611328,-3.3582229614257812,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-18.618284225463867,-2.608292579650879,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-21.372194290161133,-4.217919826507568,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-20.358964920043945,-4.4940714836120605,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-17.368284225463867,-4.403850555419922,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-19.620380401611328,-1.639807939529419,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-21.858964920043945,-5.087240695953369,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-18.122814178466797,-2.7651875019073486,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-21.868284225463867,-4.809695243835449,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-6.279260158538818,-5.154600143432617,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-16.871400833129883,-3.764904022216797,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-20.997814178466797,-2.218444585800171,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-18.237489700317383,-3.3523385524749756,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-21.235836029052734,-4.524322032928467,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-19.623828887939453,-1.7027390003204346,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-20.74407196044922,-5.463983535766602,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-2.874664545059204,-7.84344482421875,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-19.621822357177734,-2.9990296363830566,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-19.856849670410156,-4.55787992477417,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-21.371400833129883,-4.966993808746338,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-20.242393493652344,-2.560997724533081,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-21.62252426147461,-5.935173988342285,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-19.245380401611328,-3.2642781734466553,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,-19.12329864501953,-1.4605233669281006,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,-2.4843177795410156,-12.7499418258667,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-19.243284225463867,-5.524322032928467,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,-20.24951171875,-1.2811144590377808,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-18.243284225463867,-3.8257625102996826,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,-17.370922088623047,-4.810688018798828,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,-21.115243911743164,-4.277042388916016,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-19.617393493652344,-2.795396089553833,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,-18.244766235351562,-2.7016913890838623,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-22.22945785522461,-6.551452159881592,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,-19.36638641357422,-4.43451452255249,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,-18.874088287353516,-4.749480724334717,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,-20.981849670410156,-5.17574405670166,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,-20.86395263671875,-3.0595145225524902,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,-20.249568939208984,-0.2870525121688843,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,-20.85445785522461,-3.824897289276123,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,-17.998071670532227,-2.608863592147827,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,-17.481849670410156,-3.4810450077056885,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,-19.869766235351562,-2.155184507369995,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,-20.123497009277344,-1.7885223627090454,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,-18.873071670532227,-4.46821403503418,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,-20.996822357177734,-3.7177491188049316,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,-3.421833038330078,-13.374959945678711,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,-18.869766235351562,-3.1242902278900146,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,-17.99752426147461,-3.0775973796844482,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,-19.997194290161133,-3.8572237491607666,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,-19.371400833129883,-1.3120416402816772,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,-18.86395263671875,-3.0601742267608643,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,-19.120380401611328,-2.014575958251953,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,-21.497814178466797,-2.7182466983795166,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,-17.749860763549805,-0.4413156509399414,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-18.874568939208984,-2.5310964584350586,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,-17.872194290161133,-3.374244213104248,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,-18.620922088623047,-2.4674649238586426,No,True
