question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"During DNA replication, mistakes are coded into the leading strand about once every 100,000/1 million copies. This DNA is subject to proofreading by several mechanisms. If a mistake is noted and the incorrect base is removed shortly following the time RNA primer is removed, this would most likely be the work of which repair mechanism?",(A) DNA polymerase I,(B) DNA polymerase III,(C) Mismatch repair mechanism,(D) Endonuclease repair,A,C,False,20.0,0,-5.249959945678711,-4.999934196472168,-1.749841570854187,-3.749903917312622,-1.0011608666843834,-1.3352563784078315,1.967248801831846,-2.2560516035667173,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,C,C,False,False
"The β-oxidation of a molecule of palmitic acid, CH3(CH2)14CO2H:",(A) yields 8 molecules of acetyl-CoA and some ATP and water.,(B) yields 16 molecules of acetyl-CoA only.,(C) yields carbon dioxide and water only.,(D) does not involve oxygen.,A,A,True,20.0,0,-2.42185115814209,-5.656096458435059,-7.156162738800049,-5.406193733215332,1.8269479208522377,-1.9914186403707221,-3.439072366114016,-3.9123414194694273,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,A,A,True,True
"The electron transport chain, which is embedded in the mitochondrial membrane, exists primarily to generate new molecules of ATP for use by the cell. This is accomplished by a positive gradient of H+ ions that are formed outside the membrane which then pass back through a specialized channel known as ATP synthase. The energy created from this phosphorylates an ATP to an ATP, known as oxidative phosphorylation. The mechanism by which H+ returns to the inside of the mitochondria is known as what?",(A) Passive transport,(B) Passive diffusion,(C) Active transport,(D) Endocytosis,A,D,False,20.0,0,-4.437448501586914,-4.687376499176025,-3.702918291091919,-1.7030143737792969,-0.18864942259258655,-1.022698681111689,0.014172081594113983,-0.2091620600333921,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,C,False,False
"A patient comes into the hospital after being bit by a dog who he stated was “acting crazy”. The wound is open and bleeding. Animal control captured the dog and said that it was foaming at the mouth and extremely aggressive. Suspecting a rabies infection, the patient is given a serum that contains rabies antibodies that were grown inside a horse. This is an example of what kind of immunity?",(A) Passive,(B) Active,(C) Natural,(D) Artificial,A,D,False,20.0,0,-3.468721628189087,-4.968672752380371,-4.21862268447876,-0.4667501449584961,0.7800774508052406,-1.3039949343160346,-0.5015323117927268,1.0271021687874087,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,D,False,False
Our genetic material is made up of:,(A) deoxyribonucleic acid.,(B) ribonucleic acid.,(C) dinitronucleic acid.,(D) protein.,A,D,False,20.0,0,-4.906040191650391,-5.4059038162231445,-7.155309677124023,-4.155603408813477,-0.6572411126560631,-1.741225998158808,-3.4382193044379905,-2.661751095067572,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,A,False,True
"According to attachment theory, which of the following children is most likely to attach to a male psychologist, previously unknown to the child, in the course of a psychological study?","(A) A two month old female infant raised in a safe, stable environment","(B) A five month old male infant raised in a safe, stable environment",(C) An eight month old male infant raised by a single caregiver who frequently neglect the child,(D) A thirteen month old female infant raised by two caregivers who occasionally neglect the child,A,D,False,20.0,0,-3.843726396560669,-3.593677520751953,-3.09363055229187,-0.6015055179595947,0.40507268243365857,0.07100029731238333,0.6234598203941628,0.89234679578631,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,D,False,False
Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?,"(A) Ammonia, hypoxanthine and uric acid.","(B) Ammonia, urea and uric acid.","(C) Ammonia, urea and creatinine.","(D) Ammonia, urea and creatine.",A,B,False,20.0,0,-5.156026363372803,-4.656026363372803,-7.405115604400635,-5.655642509460449,-0.9072272843784752,-0.9913485453084663,-3.688025231714602,-4.161790195714545,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,B,A,False,True
An action potential arriving at the motor endplate causes release of:,(A) acetylcholine which traverses the neuromuscular junction.,(B) sodium ions which binds to sodium receptors on the muscle membrane.,(C) calcium ions which initiate an action potential along the muscle fibre.,(D) noradrenaline which increases muscle metabolic activity.,A,D,False,20.0,0,-2.4373767375946045,-2.6873416900634766,-4.187012195587158,-1.9372386932373047,1.811422341399723,0.9773361280008599,-0.4699218229011253,-0.4433863794913999,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,A,False,True
The net production of ATP via substrate-level phosphorylation in glycolysis is:,(A) 2 from glucose and 3 from glycogen.,(B) 2 from glucose and 4 from glycogen.,(C) 3 from glucose and 4 from glycogen.,(D) 3 from glucose and 2 from glycogen.,A,D,False,20.0,0,-4.374841690063477,-3.8747386932373047,-3.624511957168579,-1.6325141191482544,-0.12604261106914905,-0.21006087517296823,0.09257841551745383,-0.13866180540234962,-4.2487990789943275,-3.6646778180643365,-3.717090372686033,-1.4938523137459048,D,C,False,False
What type of covalent bonds link the amino acids in a protein?,(A) Peptide bonds,(B) Hydrogen bonds,(C) Ionic bonds,(D) Glycosidic bonds,A,D,False,20.0,1,-3.4997966289520264,-4.249703884124756,-4.249512195587158,-2.9994471073150635,0.7373489980344416,-0.5245588355594211,-0.4424107163040727,-1.4455562286354877,-4.237145626986468,-3.725145048565335,-3.8071014792830855,-1.5538908786795758,D,A,False,True
"In a fit of passion, the spectator of a political debate exclaims that “welfare recipients are all lazy.” The spectator’s thought process is an example of:",(A) prejudice,(B) discrimination,(C) ethnocentrism,(D) conflict theory,A,D,False,20.0,1,-5.968672752380371,-2.468703269958496,-3.9684805870056152,-1.4686897993087769,-1.731527125393903,1.2564417786068387,-0.16137910772252972,0.0852010793707989,-4.237145626986468,-3.725145048565335,-3.8071014792830855,-1.5538908786795758,D,B,False,False
The blood glucose concentration during 80-90 minutes of intermittent high intensity exercise:,(A) frequently rises by 1 - 3 mM.,(B) remains relatively unchanged.,(C) frequently falls by 1 - 3 mM.,(D) falls to hypoglycaemic levels.,A,D,False,20.0,1,-3.9373416900634766,-3.1872966289520264,-3.9367902278900146,-0.6951074600219727,0.29980393692299145,0.5378484196133084,-0.12968874860692914,0.8587834186576031,-4.237145626986468,-3.725145048565335,-3.8071014792830855,-1.5538908786795758,D,D,False,False
