question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.481435775756836,-1.4218538999557495,-1.984342336654663,-2.6718480587005615,0.16864575792408587,-0.03453059091508015,0.11367906020872232,-0.048547807729469206,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.449897289276123,-1.4530912637710571,-2.2030727863311768,-2.5155913829803467,0.20018424440479876,-0.06576795473038777,-0.10505138946779136,0.10770886799074564,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.340669870376587,-1.4765387773513794,-2.0312087535858154,-2.593719720840454,0.3094116633043349,-0.08921546831071003,0.06681264327756997,0.029580530130638216,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.6685450077056885,-1.359357476234436,-2.046842336654663,-2.5468525886535645,-0.01846347402476667,0.027965832806233326,0.051179060208722316,0.07644766231752786,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.4343223571777344,-1.4296584129333496,-2.0624547004699707,-2.562466859817505,0.21575917650318743,-0.04233510389268025,0.0355666963934147,0.060833391153587435,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.8086681365966797,-1.1796709299087524,-2.187457323074341,-2.6249706745147705,-0.15858660291575788,0.20765237913191692,-0.08943592621095542,-0.00167042354367819,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.4500925540924072,-1.3905912637710571,-2.203065872192383,-2.6405844688415527,0.19998897958851458,-0.0032679547303877676,-0.10504447532899741,-0.017284217870460417,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.6989824771881104,-1.3906031847000122,-2.0155868530273438,-2.7030932903289795,-0.04890094350718854,-0.0032798756593428458,0.08243454383604165,-0.07979303935788717,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.668330669403076,-1.421857476234436,-2.109340190887451,-2.6718461513519287,-0.018249135722154364,-0.034534167193766674,-0.01131879402406577,-0.04854590038083639,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-3.5437464714050293,-1.4296674728393555,-2.1093380451202393,-2.671849489212036,0.10633506227589251,-0.04234416379868611,-0.011316648256853856,-0.048549238240943815,-3.650081533680922,-1.3873233090406694,-2.0980213968633854,-2.6233002509710923,B,A,False,True
