Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,-0.7362848520278931,-0.685920238494873,-14.94671630859375,-11.690384864807129,14.210431456565857,11.004464626312256,Yes,True
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,-2.3103373050689697,-0.11402996629476547,-14.94671630859375,-11.690384864807129,12.63637900352478,11.576354898512363,Yes,False
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,-1.7527140378952026,-0.20304933190345764,-14.94671630859375,-11.690384864807129,13.194002270698547,11.487335532903671,Yes,False
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,-0.24185368418693542,-1.6130597591400146,-14.94671630859375,-11.690384864807129,14.704862624406815,10.077325105667114,Yes,True
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,-1.3713434934616089,-0.3229670822620392,-14.94671630859375,-11.690384864807129,13.575372815132141,11.36741778254509,Yes,True
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,-1.1201812028884888,-0.4360602796077728,-14.94671630859375,-11.690384864807129,13.826535105705261,11.254324585199356,Yes,False
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,-3.5577056407928467,-0.04389363154768944,-14.94671630859375,-11.690384864807129,11.389010667800903,11.64649123325944,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,-1.3509761095046997,-0.33467140793800354,-14.94671630859375,-11.690384864807129,13.59574019908905,11.355713456869125,Yes,True
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,-0.18479448556900024,-1.9080464839935303,-14.94671630859375,-11.690384864807129,14.76192182302475,9.782338380813599,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,-2.4194788932800293,-0.10790099948644638,-14.94671630859375,-11.690384864807129,12.52723741531372,11.582483865320683,Yes,False
