Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-5.563457012176514,-4.991535663604736,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-5.645725727081299,-4.482771873474121,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-5.7889862060546875,-4.366832733154297,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-5.909415245056152,-4.86860990524292,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-4.9043660163879395,-4.736906051635742,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-5.760829448699951,-4.64006233215332,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-5.638651371002197,-4.662397384643555,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-6.087610721588135,-4.909224033355713,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-6.156659126281738,-5.161207675933838,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-5.507249355316162,-4.817004680633545,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-6.117286682128906,-5.2101826667785645,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-5.142918586730957,-4.561999797821045,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-6.4130659103393555,-5.289877414703369,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-4.677684783935547,-5.966745853424072,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-5.427892684936523,-4.620795249938965,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-6.233709335327148,-4.5890936851501465,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-6.484405517578125,-5.133735656738281,No,True
