Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-6.281181812286377,-4.999977111816406,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-5.031130313873291,-4.874948501586914,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-5.03115701675415,-4.812472343444824,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-6.187368869781494,-5.3437180519104,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-5.218667984008789,-4.468703269958496,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-6.062368869781494,-5.124962329864502,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-6.3124098777771,-5.312464714050293,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-6.718526363372803,-5.437438011169434,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-5.999884128570557,-4.374945163726807,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-6.749925136566162,-7.499980926513672,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-5.65611457824707,-3.2186899185180664,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-5.468667984008789,-4.874954700469971,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-7.062095642089844,-5.312384128570557,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-5.156130313873291,-7.593706130981445,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-5.906137466430664,-4.312459945678711,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-5.68739128112793,-6.624964714050293,Yes,False
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-6.656086444854736,-5.843703269958496,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-5.718553066253662,-5.249941825866699,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-5.906137466430664,-3.6718244552612305,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-5.9686970710754395,-4.718703269958496,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-6.312341690063477,-4.999945163726807,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-6.249831199645996,-6.249954700469971,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-5.59362268447876,-5.093715667724609,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-6.34344482421875,-5.06242036819458,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-6.12489128112793,-4.281203269958496,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-6.343667984008789,-5.812466621398926,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-6.186911582946777,-4.53112268447876,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-6.874876499176025,-5.374945163726807,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-6.156105995178223,-4.781200408935547,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-5.906053066253662,-5.81242036819458,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-6.717749118804932,-3.4372966289520264,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-6.34362268447876,-6.0937113761901855,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-5.968662738800049,-5.249974250793457,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-4.656105995178223,-6.687438011169434,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-6.312296390533447,-4.49992036819458,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-7.09361457824707,-4.906203269958496,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-5.99989128112793,-4.062459945678711,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-6.249868869781494,-4.874941825866699,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-6.093637466430664,-5.812441825866699,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-5.56241512298584,-5.2187113761901855,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-5.187351226806641,-7.156213760375977,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-5.968596458435059,-4.749948501586914,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-7.156053066253662,-5.593677520751953,No,True
