Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-4.247524261474609,-2.4365885257720947,0.25606351743141786,0.006722197805841823,-4.503587778906027,-2.4433107235779365,No,True,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-4.530249118804932,-2.5309040546417236,-0.0359207057704527,-0.09098587383826562,-4.494328413034479,-2.439918180803458,No,True,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-4.561400890350342,-2.202824354171753,-0.0726434604575239,0.24294153650601702,-4.488757429892818,-2.44576589067777,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-4.060173988342285,-2.5616438388824463,0.4434137905637421,-0.11833311530450974,-4.503587778906027,-2.4433107235779365,No,True,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-3.1385397911071777,-2.764807939529419,1.338161224002639,-0.32947368510067454,-4.476701015109817,-2.4353342544287444,No,True,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-4.435315132141113,-2.389904022216797,0.07851014745732154,0.06046614100535708,-4.513825279598435,-2.450370163222154,No,True,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-3.9822237491607666,-2.421131134033203,0.5213640297452606,0.022179589544733425,-4.503587778906027,-2.4433107235779365,No,True,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-5.029493808746338,-1.8510857820510864,-0.535165395711859,0.5888323987523716,-4.494328413034479,-2.439918180803458,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-5.248673915863037,-1.8122040033340454,-0.7450861369570099,0.6311067202438911,-4.503587778906027,-2.4433107235779365,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-4.059695243835449,-3.077075958251953,0.4541300357629856,-0.6267057950297992,-4.513825279598435,-2.450370163222154,No,True,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-5.217684268951416,-1.6716333627700806,-0.7140964900453888,0.771677360807856,-4.503587778906027,-2.4433107235779365,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-3.779493808746338,-2.7806036472320557,0.7240939701596893,-0.3372929236541191,-4.503587778906027,-2.4433107235779365,No,True,True,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-4.997815132141113,-1.8120416402816772,-0.49422735323508604,0.6312690832962593,-4.503587778906027,-2.4433107235779365,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-4.279380798339844,-2.764988660812378,0.20937663155297415,-0.319222770134608,-4.488757429892818,-2.44576589067777,No,True,True,False
