question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Which of the following is not a function of vitamin D?,(A) Lipid-soluble antioxidant in cell membranes,(B) Fast responses to increase calcium absorption with no change in gene expression,(C) Regulation of differentiation of adipocytes,(D) Regulation of bone turnover,A,A,True,20.0,0,-0.18843388557434082,-6.6693501472473145,-7.180784702301025,-7.874703884124756,4.975536684669993,0.0595471069362814,-0.16734694466725308,-0.6905136242801069,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Which of the following statements is correct?,(A) The flavonoid class comprises flavonoids and isoflavonoids.,(B) The digestibility and bioavailability of isoflavones in soya food products are not changed by processing.,(C) ß-Carotene and lycopene can both act as provitamin A.,(D) Carotenoids and flavonoids both belong to the polyphenol class.,A,C,False,20.0,0,-4.216880798339844,-8.855690956115723,-0.3417959213256836,-7.9059038162231445,0.9470897719044897,-2.126793701932127,6.671641836308089,-0.7217135563784955,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,C,C,False,False
"The UNICEF model of the causes of malnutrition identifies several levels of causes: immediate, underlying and basic. Which of the following is not one of the underlying causes in the UNICEF model?",(A) Insufficient rainfall for agriculture,(B) Inadequate access to food,(C) Inadequate care for mothers and children,(D) Insufficient health services and unhealthy environment,A,A,True,20.0,0,-0.10888171195983887,-9.428885459899902,-6.2187113761901855,-8.56246280670166,5.055088858284495,-2.6999882057163065,0.7947263814435868,-1.3782725468570112,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Which country has undergone the most rapid nutrition transition in the last two decades?,(A) China,(B) Sweden,(C) Britain,(D) India,A,A,True,20.0,0,-0.06639838218688965,-11.052118301391602,-12.062254905700684,-7.12499475479126,5.097572188057444,-4.323221047208006,-5.048817148066911,0.05919550505338922,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
What are the effects of globalisation on food security?,(A) Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.,"(B) World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.",(C) Supermarkets are so far the only way in which food and agriculture have experienced globalisation.,(D) Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.,A,A,True,20.0,0,-0.1900239884853363,-8.375532150268555,-9.493284225463867,-8.811254501342773,4.973946581758997,-1.6466348960849588,-2.479846467830095,-1.6270642414981245,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Which drug(s) is/are approved for the treatment of obesity in Europe?,(A) Orlistat,(B) Phentermine/Topiramate,(C) Lorcaserin,(D) Naltrexone/Bupropion,A,A,True,20.0,0,-0.18650567531585693,-8.811400413513184,-7.999964714050293,-6.812484264373779,4.9774648949284765,-2.0825031593295877,-0.9865269564165207,0.3717059954708697,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
The two most common causes of foodborne illness in the United States and Europe are:,(A) Salmonella and Campylobacter,(B) Listeria and Salmonella,(C) Shigella and Staphlococcus,(D) E. coli STECs and non-STEC subtypes,A,A,True,20.0,0,-0.08249473571777344,-7.40536642074585,-11.186254501342773,-8.937429428100586,5.08147583452656,-0.6764691665622538,-4.172816743709001,-1.753239168255937,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Which of the following statements about the digestibility of dietary proteins is correct?,(A) The digestibility of plant proteins is generally less good compared to animal proteins.,(B) The digestibility of meat protein is less good compared with plant proteins.,(C) Digestibility can only be measured at the terminal ileum,(D) Digestibility can only be measured as faecal digestibility,A,A,True,20.0,0,-0.14927078783512115,-9.250532150268555,-12.23583698272705,-11.812041282653809,5.014699782409212,-2.521634896084959,-5.2223992250932785,-4.62785102280916,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Risk assessment is applied to data on toxicity and human exposure to:,"(A) Estimate the likelihood, or probability, of a toxic effect on exposed humans",(B) To support risk management decisions for food substances,(C) To derive Allowable Daily Intakes,(D) All of the above,A,D,False,20.0,0,-7.709554195404053,-10.746665000915527,-10.933158874511719,-0.443353533744812,-2.5455836251597193,-4.0177677467319315,-3.9197211168779464,6.740836726099837,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,D,D,False,False
Which of the following foods do not contain free sugars,(A) Cows' milk,(B) Natural unsweetened orange juice,(C) Honey,(D) Agave nectar,A,A,True,20.0,0,-0.23334109783172607,-6.268345832824707,-4.030858039855957,-7.592100143432617,4.930629472412607,0.4605514213588888,2.9825797177778153,-0.4079098835879682,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Supplementation with long-chain fatty acids EPA and DHA during pregnancy and infancy will likely benefit the following:,(A) Visual performance,(B) Motor performance,(C) Behaviour disorders,(D) Memory,A,A,True,20.0,0,-0.24700438976287842,-10.593360900878906,-6.9373979568481445,-6.9373979568481445,4.916966180481455,-3.8644636466953104,0.07603980078562778,0.24679230299650445,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,A,True,True
Which of the following statements is correct?,(A) Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin,(B) Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin,(C) Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin,(D) Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin,A,D,False,20.0,0,-2.3587183952331543,-5.216031551361084,-9.248071670532227,-0.4824197292327881,2.805252175011179,1.5128657028225119,-2.2346339128984543,6.701770530611861,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,D,D,False,False
The function of the gastrointestinal tract can be classified in several ways. Which of the following functions is most important for survival immediately after a meal?,(A) Absorption and retention of water and electrolytes,(B) Elimination of toxins,(C) Maintenance of barrier function,(D) Extraction of maximum value from nutrients,A,A,True,20.0,0,-0.5780912637710571,-10.350274085998535,-6.999925136566162,-1.2031242847442627,4.585879306473276,-3.6213768318149393,0.013512621067610198,5.981065975100386,-5.1639705702443335,-6.728897254183596,-7.013437757633772,-7.184190259844649,A,D,True,False
