Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,agent-properties,1,negation,1,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,20.0,0,-1.3370347023010254,-1.8396716117858887,0.3084486529358432,-0.1927912258184874,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
2,1,agent-properties,1,negation,2,Chao is not looking at the wheel.,Does Chao see the wheel?,No,20.0,0,-1.9341785907745361,-1.440037727355957,-0.2886952355376675,0.20684265861144424,-1.6454833552368686,-1.6468803859674013,No,True,False,True
3,1,agent-properties,1,negation,1,Chao is looking at the wheel.,Does Chao not see the wheel?,No,20.0,0,-1.7745347023010254,-1.5271716117858887,-0.12905134706415677,0.1197087741815126,-1.6454833552368686,-1.6468803859674013,No,True,False,True
4,1,agent-properties,1,negation,2,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,20.0,0,-1.657294750213623,-1.658787727355957,-0.01181139497675443,-0.011907341388555759,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
5,2,agent-properties,2,antonym,1,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,20.0,0,-1.5827022790908813,-1.8351354598999023,0.06278107614598727,-0.18825507393250107,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
6,2,agent-properties,2,antonym,2,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,20.0,0,-1.6476354598999023,-1.6495347023010254,-0.002152104663033727,-0.0026543163336241182,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
7,2,agent-properties,2,antonym,1,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,20.0,0,-1.9341785907745361,-1.9366307258605957,-0.2886952355376675,-0.28975033989319443,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
8,2,agent-properties,2,antonym,2,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,20.0,0,-1.6866307258605957,-1.938544750213623,-0.041147370623727086,-0.2916643642462218,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
9,3,agent-properties,3,antonym,1,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,20.0,0,-1.5904285907745361,-1.844794750213623,0.055054764462332484,-0.19791436424622177,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
10,3,agent-properties,3,antonym,2,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,20.0,0,-1.6687252521514893,-1.6711397171020508,-0.02324189691462064,-0.02425933113464951,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
11,3,agent-properties,3,antonym,1,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,20.0,0,-1.9422476291656494,-1.6965134143829346,-0.2967642739287808,-0.0496330284155333,-1.6454833552368686,-1.6468803859674013,No,True,False,True
12,3,agent-properties,3,antonym,2,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,20.0,0,-1.6841785907745361,-1.938544750213623,-0.038695235537667516,-0.2916643642462218,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
13,4,agent-properties,4,antonym,1,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,20.0,0,-1.298024296760559,-1.8006407022476196,0.34745905847630953,-0.15376031628021836,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
14,4,agent-properties,4,antonym,2,The wheel is behind Chao.,Does Chao see the wheel?,No,20.0,0,-1.6476354598999023,-1.6521716117858887,-0.002152104663033727,-0.0052912258184873995,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
15,4,agent-properties,4,antonym,1,The wheel is in front of Chao.,Does Chao not see the wheel?,No,20.0,0,-1.6807847023010254,-1.6834216117858887,-0.035301347064156774,-0.0365412258184874,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
16,4,agent-properties,4,antonym,2,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,20.0,0,-1.8213043212890625,-1.5739824771881104,-0.17582096605219388,0.07289790877929092,-1.6454833552368686,-1.6468803859674013,No,False,False,False
17,6,agent-properties,5,antonym,1,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,20.0,0,-1.4678807258605957,-1.969794750213623,0.1776026293762729,-0.3229143642462218,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
18,6,agent-properties,5,antonym,2,The bed is in a different room than Chao. The door is closed.,Does Chao see the bed?,No,20.0,0,-1.9264522790908813,-1.6822662353515625,-0.28096892385401273,-0.03538584938416123,-1.6454833552368686,-1.6468803859674013,No,True,False,True
19,6,agent-properties,5,antonym,1,The bed is in the same room as Chao. The door is closed.,Does Chao not see the bed?,No,20.0,0,-1.7937252521514893,-2.0557847023010254,-0.14824189691462064,-0.4089043163336241,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
20,6,agent-properties,5,antonym,2,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes,20.0,0,-1.8116307258605957,-1.815037727355957,-0.1661473706237271,-0.16815734138855576,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
21,7,agent-properties,6,antonym,1,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao hear the airplane?,Yes,20.0,0,-1.407294750213623,-1.907294750213623,0.23818860502324557,-0.2604143642462218,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
22,7,agent-properties,6,antonym,2,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao hear the airplane?,No,20.0,0,-1.5245347023010254,-1.7760162353515625,0.12094865293584323,-0.12913584938416123,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
23,7,agent-properties,6,antonym,1,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao not hear the airplane?,No,20.0,0,-1.7726354598999023,-1.7745347023010254,-0.12715210466303373,-0.12765431633362412,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
24,7,agent-properties,6,antonym,2,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao not hear the airplane?,Yes,20.0,0,-1.8249752521514893,-1.829274296760559,-0.17949189691462064,-0.1823939107931578,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
25,8,agent-properties,7,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao hear the airplane?,Yes,20.0,0,-1.712288737297058,-1.9654285907745361,-0.06680538206018949,-0.31854820480713486,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
26,8,agent-properties,7,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao hear the airplane?,No,20.0,0,-1.794350028038025,-1.7983365058898926,-0.14886667280115629,-0.1514561199224913,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
27,8,agent-properties,7,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao not hear the airplane?,No,20.0,0,-1.939179539680481,-1.939179539680481,-0.29369618444361234,-0.2922991537130797,-1.6454833552368686,-1.6468803859674013,No,True,False,True
28,8,agent-properties,7,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao not hear the airplane?,Yes,20.0,0,-1.7045865058898926,-1.9545865058898926,-0.05910315065302396,-0.3077061199224913,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
29,9,agent-properties,8,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are uncovered.,Does Chao hear the airplane?,Yes,20.0,0,-1.7624752521514893,-1.7648897171020508,-0.11699189691462064,-0.11800933113464951,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
30,9,agent-properties,8,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are covered.,Does Chao hear the airplane?,No,20.0,0,-1.9106541872024536,-1.6631253957748413,-0.265170831965585,-0.016245009807440036,-1.6454833552368686,-1.6468803859674013,No,True,False,True
31,9,agent-properties,8,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are uncovered.,Does Chao not hear the airplane?,No,20.0,0,-1.8952022790908813,-1.8952022790908813,-0.24971892385401273,-0.24832189312348008,-1.6454833552368686,-1.6468803859674013,No,True,False,True
32,9,agent-properties,8,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are covered.,Does Chao not hear the airplane?,Yes,20.0,0,-1.8249752521514893,-1.8273897171020508,-0.17949189691462064,-0.1805093311346495,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
33,10,agent-properties,9,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing goggles.,Does Chao hear the airplane?,Yes,20.0,0,-1.7512401342391968,-2.0012402534484863,-0.10575677900232816,-0.35435986748108506,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
34,10,agent-properties,9,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao hear the airplane?,No,20.0,0,-1.8608365058898926,-1.8639522790908813,-0.21535315065302396,-0.21707189312348008,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
35,10,agent-properties,9,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing goggles.,Does Chao not hear the airplane?,No,20.0,0,-1.9233365058898926,-1.9264522790908813,-0.27785315065302396,-0.2795718931234801,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
36,10,agent-properties,9,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao not hear the airplane?,Yes,20.0,0,-1.8404285907745361,-2.082702159881592,-0.19494523553766752,-0.4358217739141905,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
37,11,agent-properties,10,antonym,1,The airplane is making sounds. The airplane is near Chao.,Does Chao hear the airplane?,Yes,20.0,0,-1.5616307258605957,-1.813544750213623,0.08385262937627291,-0.16666436424622177,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
38,11,agent-properties,10,antonym,2,The airplane is making sounds. The airplane is far from Chao.,Does Chao hear the airplane?,No,20.0,0,-1.5226354598999023,-1.7726354598999023,0.12284789533696627,-0.12575507393250107,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
39,11,agent-properties,10,antonym,1,The airplane is making sounds. The airplane is near Chao.,Does Chao not hear the airplane?,No,20.0,0,-1.7336397171020508,-1.735524296760559,-0.08815636186518216,-0.08864391079315781,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
40,11,agent-properties,10,antonym,2,The airplane is making sounds. The airplane is far from Chao.,Does Chao not hear the airplane?,Yes,20.0,0,-1.8172476291656494,-1.8196436166763306,-0.1717642739287808,-0.1727632307089293,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
41,12,agent-properties,11,antonym,1,The airplane is making sounds. The airplane is in the same room as Chao.,Does Chao hear the airplane?,Yes,20.0,0,-1.485524296760559,-1.985524296760559,0.15995905847630953,-0.3386439107931578,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
42,12,agent-properties,11,antonym,2,The airplane is making sounds. The airplane is in a different room than Chao.,Does Chao hear the airplane?,No,20.0,0,-1.7101354598999023,-1.7135162353515625,-0.06465210466303373,-0.06663584938416123,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
43,12,agent-properties,11,antonym,1,The airplane is making sounds. The airplane is in the same room as Chao.,Does Chao not hear the airplane?,No,20.0,0,-1.8351354598999023,-1.8370347023010254,-0.18965210466303373,-0.19015431633362412,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
44,12,agent-properties,11,antonym,2,The airplane is making sounds. The airplane is in a different room than Chao.,Does Chao not hear the airplane?,Yes,20.0,0,-1.8898897171020508,-1.891774296760559,-0.24440636186518216,-0.2448939107931578,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
45,13,agent-properties,12,antonym,1,The candle is in front of Chao. Chao's nose is uncovered.,Does Chao smell the candle?,Yes,20.0,0,-1.7101354598999023,-1.7120347023010254,-0.06465210466303373,-0.06515431633362412,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
46,13,agent-properties,12,antonym,2,The candle is in front of Chao. Chao's nose is covered.,Does Chao smell the candle?,No,20.0,0,-1.7178807258605957,-1.719794750213623,-0.07239737062372709,-0.07291436424622177,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
47,13,agent-properties,12,antonym,1,The candle is in front of Chao. Chao's nose is uncovered.,Does Chao not smell the candle?,No,20.0,0,-1.8586397171020508,-1.860524296760559,-0.21315636186518216,-0.2136439107931578,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
48,13,agent-properties,12,antonym,2,The candle is in front of Chao. Chao's nose is covered.,Does Chao not smell the candle?,Yes,20.0,0,-1.626044750213623,-1.876044750213623,0.01943860502324557,-0.22916436424622177,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
49,14,agent-properties,13,antonym,1,The candle is in front of Chao. Chao has a strong headache.,Does Chao smell the candle?,Yes,20.0,0,-1.7803807258605957,-1.782294750213623,-0.1348973706237271,-0.13541436424622177,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
50,14,agent-properties,13,antonym,2,The candle is in front of Chao. Chao has a strong cold.,Does Chao smell the candle?,No,20.0,0,-1.4932847023010254,-1.7447662353515625,0.15219865293584323,-0.09788584938416123,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
51,14,agent-properties,13,antonym,1,The candle is in front of Chao. Chao has a strong headache.,Does Chao not smell the candle?,No,20.0,0,-2.004404306411743,-1.7588043212890625,-0.35892095117487455,-0.11192393532166123,-1.6454833552368686,-1.6468803859674013,No,True,False,True
52,14,agent-properties,13,antonym,2,The candle is in front of Chao. Chao has a strong cold.,Does Chao not smell the candle?,Yes,20.0,0,-1.7726354598999023,-1.7760162353515625,-0.12715210466303373,-0.12913584938416123,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
53,15,agent-properties,14,antonym,1,The candle is in the same room as Chao.,Does Chao smell the candle?,Yes,20.0,0,-1.3542221784591675,-1.8562464714050293,0.29126117677770114,-0.20936608543762802,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
54,15,agent-properties,14,antonym,2,The candle is in a different room than Chao.,Does Chao smell the candle?,No,20.0,0,-1.627537727355957,-1.628702163696289,0.017945627880911585,0.01817822227111221,-1.6454833552368686,-1.6468803859674013,Yes,False,False,True
55,15,agent-properties,14,antonym,1,The candle is in the same room as Chao.,Does Chao not smell the candle?,No,20.0,0,-1.594794750213623,-1.846287727355957,0.05068860502324557,-0.19940734138855576,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
56,15,agent-properties,14,antonym,2,The candle is in a different room than Chao.,Does Chao not smell the candle?,Yes,20.0,0,-1.690037727355957,-1.691202163696289,-0.044554372119088415,-0.04432177772888779,-1.6454833552368686,-1.6468803859674013,Yes,True,False,False
57,16,agent-properties,15,other,1,The sandwich is in Chao's mouth.,Does Chao taste the sandwich?,Yes,20.0,0,-1.6553807258605957,-1.658787727355957,-0.009897370623727086,-0.011907341388555759,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
58,16,agent-properties,15,other,2,The sandwich is in Chao's bag.,Does Chao taste the sandwich?,No,20.0,0,-1.516774296760559,-1.766774296760559,0.12870905847630953,-0.11989391079315781,-1.6454833552368686,-1.6468803859674013,Yes,False,True,False
59,16,agent-properties,15,other,1,The sandwich is in Chao's mouth.,Does Chao not taste the sandwich?,No,20.0,0,-1.7803807258605957,-1.533787727355957,-0.1348973706237271,0.11309265861144424,-1.6454833552368686,-1.6468803859674013,No,True,False,True
60,16,agent-properties,15,other,2,The sandwich is in Chao's bag.,Does Chao not taste the sandwich?,Yes,20.0,0,-1.7745347023010254,-1.5260162353515625,-0.12905134706415677,0.12086415061583877,-1.6454833552368686,-1.6468803859674013,No,False,False,False
61,17,agent-properties,16,antonym,1,The sandwich is inside Chao's mouth.,Does Chao taste the sandwich?,Yes,20.0,0,-1.5870347023010254,-1.5885162353515625,0.058448652935843226,0.05836415061583877,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
62,17,agent-properties,16,antonym,2,The sandwich is outside Chao's mouth.,Does Chao taste the sandwich?,No,20.0,0,-1.7491307258605957,-1.502537727355957,-0.10364737062372709,0.14434265861144424,-1.6454833552368686,-1.6468803859674013,No,True,False,True
63,17,agent-properties,16,antonym,1,The sandwich is inside Chao's mouth.,Does Chao not taste the sandwich?,No,20.0,0,-1.8428807258605957,-1.596287727355957,-0.1973973706237271,0.05059265861144424,-1.6454833552368686,-1.6468803859674013,No,True,False,True
64,17,agent-properties,16,antonym,2,The sandwich is outside Chao's mouth.,Does Chao not taste the sandwich?,Yes,20.0,0,-1.641774296760559,-1.6432442665100098,0.0037090584763095347,0.0036361194573915068,-1.6454833552368686,-1.6468803859674013,Yes,True,True,True
65,18,agent-properties,17,antonym,1,The sandwich is in Chao's mouth. Chao just had a very bland dish.,Does Chao taste the sandwich?,Yes,20.0,0,-1.9577022790908813,-1.7101354598999023,-0.31221892385401273,-0.06325507393250107,-1.6454833552368686,-1.6468803859674013,No,False,False,False
66,18,agent-properties,17,antonym,2,The sandwich is in Chao's mouth. Chao just had a very spicy dish.,Does Chao taste the sandwich?,No,20.0,0,-1.9468834400177002,-1.7023897171020508,-0.3014000847808316,-0.05550933113464951,-1.6454833552368686,-1.6468803859674013,No,True,False,True
