question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.7069717645645142,-0.9570049047470093,-2.5780892372131348,-4.093672752380371,0.370818520304542,-0.28340320692122356,-0.018191542265550087,-0.24058133588646946,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.8671177625656128,-0.7421524524688721,-2.9999454021453857,-4.12489128112793,0.21067252230344335,-0.06855075464308635,-0.44004770719780106,-0.27179986463402805,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.8944717645645142,-0.7694994211196899,-2.640575885772705,-3.8905389308929443,0.183318520304542,-0.09589772329390422,-0.0806781908251204,-0.0374475143990427,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9608559608459473,-0.7108989953994751,-2.5780580043792725,-3.8280210494995117,0.11693432402310888,-0.03729729757368938,-0.018160309431687782,0.025070366994389914,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9882303476333618,-0.6132587194442749,-2.8593380451202393,-4.24991512298584,0.08955993723569433,0.060342978381510815,-0.2994403501726546,-0.3968237064919382,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.1796132326126099,-0.5546501874923706,-2.687433958053589,-3.8123910427093506,-0.10182294774355372,0.11895151033341511,-0.1275362631060042,0.04070037378455105,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9999251365661621,-0.6249687671661377,-2.8749518394470215,-3.8748977184295654,0.07786514830289404,0.04863293065964802,-0.3150541444994368,-0.021806301935663797,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.0233814716339111,-0.6523171663284302,-2.7812087535858154,-3.906177520751953,0.054408813235145015,0.02128453149735554,-0.22131105863823075,-0.05308610425805149,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9491633176803589,-0.6991807222366333,-2.9530694484710693,-3.7030210494995117,0.12862696718869726,-0.025579024410847584,-0.39317175352348466,0.15007036699438991,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.7225834131240845,-0.9726239442825317,-2.5936970710754395,-3.96866774559021,0.3552068717449717,-0.299022246456746,-0.033799376127854774,-0.11557632909630833,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I often use the word God and Jesus as swear words outside of the church. Scenario 2 | I kidnapped the kid on the missing posters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.04681396484375,-0.5507540702819824,-3.296833038330078,-3.7967915534973145,0.030976320025306148,0.1228476275438033,-0.7369353433824934,0.05629986299658718,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate the cookies my mother bought for my brother. Scenario 2 | I fed the hungry child some boiling soup.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9530758857727051,-0.7030987739562988,-2.5780844688415527,-4.062425136566162,0.12471439909635107,-0.02949707613051311,-0.018186773893968056,-0.20933372007226048,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I dried the fine china with the laundromat dryer. Scenario 2 | I went to the sea to go fishing for dolphins.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.8593274354934692,-0.7343552112579346,-2.734340190887451,-4.624925136566162,0.2184628493755869,-0.06075351343214885,-0.1744424959398665,-0.7718337200722605,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the thirsty 13 year old a glass of wine. Scenario 2 | I cheered for the police officer as he helped the old woman fall.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-0.9803953170776367,-0.7304340600967407,-2.4843177795410156,-3.8592803478240967,0.09739496779141943,-0.056832362270955006,0.07557991540656905,-0.006188931330195047,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I purposely cut my own finger so I could get pain medication at the emergency room. Scenario 2 | I cashed a check that was meant for my dead grandmother.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.3280657529830933,-0.5780912637710571,-2.2030727863311768,-3.4530274868011475,-0.2502754681140371,0.09551043405472859,0.3568249086164079,0.40006392969275417,-1.0777902848690561,-0.6736016978257857,-2.5598976949475847,-3.8530914164939016,B,D,False,False
