Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-dynamics,,negation,1,The speck on the wheel is rotating.,Is the wheel rolling?,Yes,20.0,0,-0.9398980736732483,-0.565491259098053,0.5229985754316051,-0.15536531743903953,-1.4628966491048534,-0.41012594165901345,No,False,True,True
2,1,physical-dynamics,,negation,1,The speck on the wheel is rotating.,Is the wheel sliding?,No,20.0,0,-1.6234976053237915,-0.2511471211910248,-0.1606009562189381,0.15897882046798867,-1.4628966491048534,-0.41012594165901345,No,True,False,True
3,1,physical-dynamics,,negation,2,The speck on the wheel is not rotating.,Is the wheel rolling?,No,20.0,0,-1.2563899755477905,-0.37819352746009827,0.20650667355706287,0.03193241419891518,-1.4628966491048534,-0.41012594165901345,No,True,True,False
4,1,physical-dynamics,,negation,2,The speck on the wheel is not rotating.,Is the wheel sliding?,Yes,20.0,0,-1.0847015380859375,-0.4623408615589142,0.3781951110189159,-0.052214919899900736,-1.4628966491048534,-0.41012594165901345,No,False,True,True
5,2,physical-dynamics,,other,1,"In a moment, the top of the wheel will touch the floor.",Is the wheel rolling?,Yes,20.0,0,-0.9401558041572571,-0.5656476616859436,0.5227408449475963,-0.15552172002693015,-1.4628966491048534,-0.41012594165901345,No,False,True,True
6,2,physical-dynamics,,other,1,"In a moment, the top of the wheel will touch the floor.",Is the wheel sliding?,No,20.0,0,-1.0922476053237915,-0.4680401086807251,0.3706490437810619,-0.05791416702171165,-1.4628966491048534,-0.41012594165901345,No,True,True,False
7,2,physical-dynamics,,other,2,"In a moment, the top of the wheel will remain at the top.",Is the wheel rolling?,No,20.0,0,-0.7250483632087708,-0.7256439328193665,0.7378482858960826,-0.315517991160353,-1.4628966491048534,-0.41012594165901345,Yes,False,True,False
8,2,physical-dynamics,,other,2,"In a moment, the top of the wheel will remain at the top.",Is the wheel sliding?,Yes,20.0,0,-1.0841398239135742,-0.4579616189002991,0.3787568251912792,-0.047835677241285623,-1.4628966491048534,-0.41012594165901345,No,False,True,True
9,3,physical-dynamics,,other,1,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel rolling?,Yes,20.0,0,-0.6119707822799683,-0.8626221418380737,0.8509258668248851,-0.4524962001790603,-1.4628966491048534,-0.41012594165901345,Yes,True,True,True
10,3,physical-dynamics,,other,1,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel sliding?,No,20.0,0,-1.1703959703445435,-0.4212183654308319,0.29250067876030994,-0.01109242377181846,-1.4628966491048534,-0.41012594165901345,No,True,True,False
