property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.36490219831466675,-1.366985559463501,1.0832682266654003,-0.768637413746633,-1.448170424980067,-0.598348145716868,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.5348299145698547,-1.031052827835083,0.9241432645180749,-0.44294376449792516,-1.4589731790879297,-0.5881090633371578,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-2.7959775924682617,-0.30044978857040405,-1.3426969131765267,0.2947185600043407,-1.453280679291735,-0.5951683485747448,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-3.1559250354766846,-0.16386379301548004,-1.6998319872743672,0.42972018319802985,-1.4560930482023173,-0.5935839762135099,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-3.5922937393188477,-0.0980772152543068,-2.121903217818943,0.48504078017237284,-1.470390521499905,-0.5831179954266796,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-1.9053665399551392,-0.4056970179080963,-0.4463933608672095,0.18241204542906153,-1.4589731790879297,-0.5881090633371578,No,True,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-2.20159912109375,-0.2055087387561798,-0.7534286961136829,0.3928394069606882,-1.448170424980067,-0.598348145716868,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-1.0463305711746216,-0.5426397919654846,0.4126426079133081,0.045469271371673226,-1.4589731790879297,-0.5881090633371578,No,True,True,False
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-1.50725519657135,-0.5035695433616638,-0.059084771591283,0.09477860235520419,-1.448170424980067,-0.598348145716868,No,True,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-1.4291387796401978,-0.429354727268219,0.01903164533986934,0.168993418448649,-1.448170424980067,-0.598348145716868,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-1.7963305711746216,-0.2984972596168518,-0.34023752297230425,0.2950867165966581,-1.4560930482023173,-0.5935839762135099,No,True,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-1.7728713750839233,-0.2767929136753082,-0.30248085358401844,0.3063250817513714,-1.470390521499905,-0.5831179954266796,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.37075966596603394,-1.374664545059204,1.0774107590140332,-0.7763163993423361,-1.448170424980067,-0.598348145716868,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.8277843594551086,-0.827918291091919,0.631188819632821,-0.2398092277547611,-1.4589731790879297,-0.5881090633371578,Yes,False,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.26115933060646057,-1.757474422454834,1.197813848481469,-1.169365359117676,-1.4589731790879297,-0.5881090633371578,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-0.7887348532676697,-0.7887348532676697,0.6594355717123974,-0.19038670755080167,-1.448170424980067,-0.598348145716868,No,True,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-1.3900632858276367,-0.39028435945510864,0.06602976237468061,0.20329961675840125,-1.4560930482023173,-0.5935839762135099,No,True,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-2.7178096771240234,-0.21547526121139526,-1.2696392521439563,0.38287288450547274,-1.448170424980067,-0.598348145716868,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-1.44475519657135,-0.4430219531059265,0.014217982516579575,0.14508711023123133,-1.4589731790879297,-0.5881090633371578,No,True,False,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-1.8193939924240112,-0.32365933060646057,-0.36042081333608156,0.2644497327306973,-1.4589731790879297,-0.5881090633371578,No,True,False,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-1.4760223627090454,-0.4781873822212219,-0.02274168341731042,0.11698096635352284,-1.453280679291735,-0.5951683485747448,No,True,False,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-1.0463305711746216,-0.5465448498725891,0.4069501081171134,0.048623498702155654,-1.453280679291735,-0.5951683485747448,No,True,True,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-1.4750484228134155,-0.47564393281936646,-0.021767743521680538,0.11952441575537831,-1.453280679291735,-0.5951683485747448,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-2.2025632858276367,-0.20766550302505493,-0.743590106739707,0.3804435603121029,-1.4589731790879297,-0.5881090633371578,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-1.4291387796401978,-0.429354727268219,0.02983439944773192,0.15875433606893885,-1.4589731790879297,-0.5881090633371578,No,True,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.38442689180374146,-1.3826074600219727,1.0859636296961634,-0.799489464595293,-1.470390521499905,-0.5831179954266796,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-0.7767755389213562,-0.7769990563392639,0.6793175092809611,-0.18341508012575403,-1.4560930482023173,-0.5935839762135099,Yes,True,True,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-1.4291387796401978,-0.4271867573261261,0.01903164533986934,0.1711613883907419,-1.448170424980067,-0.598348145716868,No,True,False,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-1.062164545059204,-0.5583910942077637,0.39392850314311323,0.03519288200574622,-1.4560930482023173,-0.5935839762135099,No,False,True,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-1.3978713750839233,-0.4019990563392639,0.05540930420781165,0.19316929223548085,-1.453280679291735,-0.5951683485747448,No,False,False,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-1.0775632858276367,-0.5777843594551086,0.37571739346409827,0.017383989119636123,-1.453280679291735,-0.5951683485747448,No,True,True,False
can be bald,an owl,'',Can an owl be bald?,No,random,20.0,3,-1.0775632858276367,-0.5777843594551086,0.38140989326029295,0.010324703882049202,-1.4589731790879297,-0.5881090633371578,No,True,True,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,20.0,4,-1.0777842998504639,-0.5777843594551086,0.39260622164944103,0.0053336359715709936,-1.470390521499905,-0.5831179954266796,No,True,True,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,20.0,1,-1.0463305711746216,-0.5465448498725891,0.40976247702769575,0.04703912634092078,-1.4560930482023173,-0.5935839762135099,No,False,True,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,20.0,3,-0.5465448498725891,-1.0465447902679443,0.9124283292153406,-0.4584357269307865,-1.4589731790879297,-0.5881090633371578,Yes,True,True,True
can be bent,an owl,'',Can an owl be bent?,No,random,20.0,1,-1.0541387796401978,-0.554354727268219,0.4019542685621196,0.039229248945290895,-1.4560930482023173,-0.5935839762135099,No,True,True,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,20.0,2,-1.0463305711746216,-0.5426397919654846,0.4069501081171134,0.052528556609260146,-1.453280679291735,-0.5951683485747448,No,False,True,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,20.0,4,-0.3646867573261261,-1.3668546676635742,1.1057037641737788,-0.7837366722368946,-1.470390521499905,-0.5831179954266796,Yes,True,True,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,20.0,4,-1.397504448890686,-0.39418917894363403,0.07288607260921887,0.1889288164830456,-1.470390521499905,-0.5831179954266796,No,True,False,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,20.0,3,-1.0543546676635742,-0.554485559463501,0.40461851142435545,0.03362350387365687,-1.4589731790879297,-0.5881090633371578,No,False,True,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,20.0,0,-1.38225519657135,-0.38442689180374146,0.065915228408717,0.21392125391312655,-1.448170424980067,-0.598348145716868,No,True,False,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,20.0,1,-1.085004448890686,-0.5853714346885681,0.3710885993116313,0.008212541524941774,-1.4560930482023173,-0.5935839762135099,No,False,True,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,20.0,0,-1.0385223627090454,-0.5387348532676697,0.4096480622710217,0.05961329244919833,-1.448170424980067,-0.598348145716868,No,False,True,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,20.0,1,-1.1713305711746216,-0.675449788570404,0.28476247702769575,-0.08186581235689416,-1.4560930482023173,-0.5935839762135099,No,True,True,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,20.0,3,-0.5775633454322815,-1.0777842998504639,0.8814098336556482,-0.489675236513306,-1.4589731790879297,-0.5881090633371578,Yes,True,True,True
can be cold,a plow,'',Can a plow be cold?,No,random,20.0,2,-1.413734793663025,-0.41386380791664124,0.03954588562871009,0.18130454065810353,-1.453280679291735,-0.5951683485747448,No,True,False,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,20.0,4,-1.0463305711746216,-0.550449788570404,0.4240599503252833,0.03266820685627558,-1.470390521499905,-0.5831179954266796,No,False,True,True
can be covered,butter,'',Can butter be covered?,No,random,20.0,2,-0.5619470477104187,-1.061946988105774,0.8913336315813163,-0.46677863953102916,-1.453280679291735,-0.5951683485747448,Yes,False,True,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,20.0,4,-1.4603713750839233,-0.4584367573261261,0.010019146415981561,0.12468123810055354,-1.470390521499905,-0.5831179954266796,No,True,False,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,20.0,1,-0.585594117641449,-1.0857292413711548,0.8704989305608684,-0.4921452651576449,-1.4560930482023173,-0.5935839762135099,Yes,True,True,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,20.0,2,-1.1088305711746216,-0.6090448498725891,0.3444501081171134,-0.013876501297844346,-1.453280679291735,-0.5951683485747448,No,True,True,False
