question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
Statement 1| Linear regression estimator has the smallest variance among all unbiased estimators. Statement 2| The coefficients α assigned to the classifiers assembled by AdaBoost are always non-negative.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",D,-10.740243911743164,-15.77672290802002,-11.394500732421875,-15.77672290802002,A,False
Statement 1| RoBERTa pretrains on a corpus that is approximate 10x larger than the corpus BERT pretrained on. Statement 2| ResNeXts in 2018 usually used tanh activation functions.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",C,-9.311833381652832,-7.530881404876709,-11.560446739196777,-11.935688018798828,B,False
"Statement 1| Support vector machines, like logistic regression models, give a probability distribution over the possible labels given an input example. Statement 2| We would expect the support vectors to remain the same in general as we move from a linear kernel to higher order polynomial kernels.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",B,-9.999195098876953,-14.061744689941406,-11.435900688171387,-15.18486499786377,A,False
"A machine learning problem involves four attributes plus a class. The attributes have 3, 2, 2, and 2 possible values each. The class has 3 possible values. How many maximum possible different examples are there?",(A) 12,(B) 24,(C) 48,(D) 72,D,-4.156172752380371,-7.09361457824707,-5.031026363372803,-7.999541759490967,A,False
"As of 2020, which architecture is best for classifying high-resolution images?",(A) convolutional networks,(B) graph networks,(C) fully connected networks,(D) RBF networks,A,-6.28112268447876,-12.561833381652832,-12.49849796295166,-8.873967170715332,A,True
Statement 1| The log-likelihood of the data will always increase through successive iterations of the expectation maximation algorithm. Statement 2| One disadvantage of Q-learning is that it can only be used when the learner has prior knowledge of how its actions affect its environment.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",B,-10.12492561340332,-13.87489128112793,-14.624664306640625,-15.62476921081543,A,False
Let us say that we have computed the gradient of our cost function and stored it in a vector g. What is the cost of one gradient descent update given the gradient?,(A) O(D),(B) O(N),(C) O(ND),(D) O(ND^2),A,-5.214542388916016,-10.232940673828125,-9.668190956115723,-6.455019474029541,A,True
"Statement 1| For a continuous random variable x and its probability distribution function p(x), it holds that 0 ≤ p(x) ≤ 1 for all x. Statement 2| Decision tree is learned by minimizing information gain.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",B,-5.999969005584717,-13.749964714050293,-12.31235122680664,-13.12491512298584,A,False
Consider the Bayesian network given below. How many independent parameters are needed for this Bayesian Network H -> U <- P <- W?,(A) 2,(B) 4,(C) 8,(D) 16,C,-4.436980724334717,-7.029260158538818,-6.811529636383057,-8.436467170715332,A,False
"As the number of training examples goes to infinity, your model trained on that data will have:",(A) Lower variance,(B) Higher variance,(C) Same variance,(D) None of the above,A,-2.4682140350341797,-9.809117317199707,-9.622014999389648,-10.310688018798828,A,True
