Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,0,-0.08332385122776031,-2.6092536449432373,-0.11860188230490065,-2.573975613866097,0.03527803107714034,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,0,-2.671564817428589,-0.07458973675966263,-2.706842848505729,-0.03931170568252229,0.03527803107714034,No,True
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,0,-0.9256144762039185,-0.5194392204284668,-0.9608925072810588,-0.48416118935132646,0.03527803107714034,No,True
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,0,-0.1795302778482437,-1.8514258861541748,-0.21480830892538405,-1.8161478550770345,0.03527803107714034,Yes,True
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,0,-0.3787567615509033,-1.1717965602874756,-0.41403479262804366,-1.1365185292103352,0.03527803107714034,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,0,-2.062283515930176,-0.14053881168365479,-2.097561547007316,-0.10526078060651445,0.03527803107714034,No,True
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,0,-0.35335052013397217,-1.242079496383667,-0.3886285512111125,-1.2068014653065267,0.03527803107714034,Yes,False
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,0,-0.18535615503787994,-1.851407766342163,-0.22063418611502028,-1.8161297352650227,0.03527803107714034,Yes,True
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,0,-0.21566714346408844,-1.6795921325683594,-0.2509451745412288,-1.644314101491219,0.03527803107714034,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,0,-2.0310866832733154,-0.14738905429840088,-2.0663647143504558,-0.11211102322126054,0.03527803107714034,No,True
11.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,0,-0.3963322639465332,-1.1483391523361206,-0.43161029502367354,-1.1130611212589803,0.03527803107714034,Yes,False
12.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,0,-0.20588280260562897,-1.742057204246521,-0.2411608336827693,-1.7067791731693807,0.03527803107714034,Yes,True
13.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,0,-0.4237138032913208,-1.070257306098938,-0.45899183436846114,-1.0349792750217977,0.03527803107714034,Yes,True
14.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao see the wheel?,No,0,-1.0232752561569214,-0.4491475820541382,-1.0585532872340617,-0.41386955097699785,0.03527803107714034,No,True
