Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes,-5.213773727416992,-2.6861791610717773,-9.594001770019531,-10.359003067016602,4.380228042602539,7.672823905944824,No,False
2.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there fewer staplers than keychains?,No,-4.0143914222717285,-3.925356388092041,-9.594001770019531,-10.359003067016602,5.579610347747803,6.4336466789245605,No,True
3.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there more staplers than keychains?,No,-3.848635196685791,-4.134815692901611,-9.594001770019531,-10.359003067016602,5.74536657333374,6.22418737411499,No,True
4.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes,-3.6577084064483643,-3.1492881774902344,-9.594001770019531,-10.359003067016602,5.936293363571167,7.209714889526367,No,False
5.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there more staplers than keychains?,Yes,-4.440586566925049,-5.706304550170898,-9.594001770019531,-10.359003067016602,5.153415203094482,4.652698516845703,Yes,True
6.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there fewer staplers than keychains?,No,-5.716048240661621,-5.3152384757995605,-9.594001770019531,-10.359003067016602,3.87795352935791,5.043764591217041,No,True
7.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there more staplers than keychains?,No,-4.776195526123047,-3.8319809436798096,-9.594001770019531,-10.359003067016602,4.817806243896484,6.527022123336792,No,True
8.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes,-4.50363302230835,-5.307625770568848,-9.594001770019531,-10.359003067016602,5.090368747711182,5.051377296447754,Yes,True
12.0,2.0,quantitative-properties,,variable swap,2.0,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes,-6.190445423126221,-5.956099987030029,-9.594001770019531,-10.359003067016602,3.4035563468933105,4.402903079986572,No,False
13.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there more staplers than keychains?,Yes,-4.843842506408691,-5.075070381164551,-9.594001770019531,-10.359003067016602,4.75015926361084,5.283932685852051,No,False
14.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there fewer staplers than keychains?,No,-5.727964878082275,-5.889535427093506,-9.594001770019531,-10.359003067016602,3.866036891937256,4.469467639923096,No,True
17.0,3.0,quantitative-properties,,antonym,1.0,Staplers are added to the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,Yes,-5.257426738739014,-5.730589866638184,-9.594001770019531,-10.359003067016602,4.336575031280518,4.628413200378418,No,False
19.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,No,-5.703405380249023,-5.992512226104736,-9.594001770019531,-10.359003067016602,3.890596389770508,4.366490840911865,No,True
20.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there fewer staplers than keychains?,Yes,-6.002737998962402,-7.014104843139648,-9.594001770019531,-10.359003067016602,3.591263771057129,3.344898223876953,Yes,True
21.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have more staplers than Yan?,Yes,-6.445620536804199,-5.305279731750488,-9.594001770019531,-10.359003067016602,3.148381233215332,5.053723335266113,No,False
22.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have fewer staplers than Yan?,No,-6.765198707580566,-5.830158233642578,-9.594001770019531,-10.359003067016602,2.828803062438965,4.528844833374023,No,True
23.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have more staplers than Yan?,No,-6.546630382537842,-4.319018840789795,-9.594001770019531,-10.359003067016602,3.0473713874816895,6.039984226226807,No,True
24.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have fewer staplers than Yan?,Yes,-6.262016296386719,-4.87650203704834,-9.594001770019531,-10.359003067016602,3.3319854736328125,5.482501029968262,No,False
25.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have more staplers than Yan?,Yes,-6.3303141593933105,-6.288535118103027,-9.594001770019531,-10.359003067016602,3.2636876106262207,4.070467948913574,No,False
26.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have fewer staplers than Yan?,No,-7.016761779785156,-4.997777462005615,-9.594001770019531,-10.359003067016602,2.577239990234375,5.361225605010986,No,True
27.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have more staplers than Yan?,No,-9.145164489746094,-5.679232597351074,-9.594001770019531,-10.359003067016602,0.4488372802734375,4.679770469665527,No,True
28.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have fewer staplers than Yan?,Yes,-8.253911972045898,-6.375073432922363,-9.594001770019531,-10.359003067016602,1.3400897979736328,3.9839296340942383,No,False
29.0,6.0,quantitative-properties,,antonym,1.0,There are two fewer staplers in the zoo than in the shop.,Are there more staplers in the shop than in the zoo?,Yes,-3.927163600921631,-7.742874622344971,-9.594001770019531,-10.359003067016602,5.6668381690979,2.616128444671631,Yes,True
